Item Details,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Total Qty.
PA Deo Regal+ Magnifico Mrp- 385,0.0,0.0,0.0,42.0,12.0,1.0,12.0,54.0,36.0,0.0,44.0,0.0,201.0
PA Deo Signature (2+1),239.0,275.0,595.0,71.0,147.0,184.0,141.0,154.0,98.0,77.0,132.0,132.0,2245.0
PA EAUDE COLONGE 100ml,31.0,6.0,47.0,24.0,161.0,33.0,34.0,39.0,67.0,30.0,37.0,18.0,527.0
PA EAUDE PERFUME 9 to 5 50ml,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
PA EDP Conquer 100ml,0.0,0.0,8.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,31.0
PA EDP Conquer 50ml 399/,0.0,0.0,12.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
PA EDP Euphoria 100ml,1.0,0.0,6.0,4.0,13.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,39.0
PA EDP Euphoria 50ml 399/,0.0,0.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0
PA EDP G.F. 4 Season 50ml,17.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
PA EDP G.F. 9-5 50ml (MRP 280),0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
PA EDP G.F. After 8 50ml,2.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,48.0,67.0
PA EDP G.F. Original  50ml,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
PA EDP HARMONY 100ml,0.0,3.0,6.0,13.0,11.0,3.0,0.0,0.0,0.0,4.0,8.0,0.0,48.0
PA EDP Harmony 50ml 399/,0.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
PA Good Morning Electric 150ml (Mrp 195),0.0,0.0,0.0,180.0,7.0,59.0,32.0,3.0,15.0,10.0,46.0,32.0,384.0
PA Good Morning Intense150ml (Mrp 199),0.0,0.0,0.0,228.0,18.0,54.0,6.0,3.0,744.0,257.0,1.0,0.0,1311.0
PA Good Morning Ultimate 150ml (Mrp 230),0.0,0.0,0.0,216.0,108.0,62.0,151.0,66.0,103.0,16.0,0.0,72.0,794.0
PA Groomig Gift Collection MRP748/-,0.0,0.0,2.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,116.0
PA Grooming Kit GM Regular,25.0,6.0,42.0,21.0,21.0,5.0,142.0,15.0,37.0,28.0,24.0,6.0,372.0
PA Grooming Kit GM Regular MRP685,0.0,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
PA Grooming Kit Luxury MRP 663/-,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,3.0,6.0,0.0,0.0,31.0
PA Hair Style Gel Rugged Hold,689.0,72.0,78.0,42.0,66.0,60.0,78.0,54.0,48.0,6.0,100.0,54.0,1347.0
PA Hair Style Gel Soft Hold,643.0,110.0,103.0,40.0,67.0,85.0,83.0,44.0,92.0,36.0,91.0,60.0,1454.0
PA Hair Style Gel Soft Hold 300gm 160/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0
PA Hair Style Gel Wet look,91.0,96.0,96.0,71.0,65.0,78.0,82.0,77.0,78.0,0.0,61.0,42.0,837.0
PA Neo Perfume Deo Mega Pack Mrp- 299,60.0,42.0,36.0,66.0,18.0,9.0,56.0,63.0,54.0,804.0,32.0,90.0,1330.0
PA NEO PERFUME DEO Mrp- 240,32.0,57.0,48.0,41.0,91.0,70.0,97.0,59.0,49.0,33.0,60.0,0.0,637.0
PA Perfume Deo Impact Icon Mrp- 230,304.0,133.0,125.0,40.0,0.0,59.0,45.0,44.0,90.0,47.0,57.0,29.0,964.0
PA Perfume Deo Impact Icon Mrp- 250,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA Perfume Deo Impact Magnifico Mrp- 230,252.0,96.0,215.0,37.0,19.0,57.0,63.0,51.0,92.0,59.0,41.0,49.0,1031.0
PA Perfume Deo Impact Magnifico Mrp- 250,35.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,63.0
PA Perfume Deo Impact Regal Mrp- 230,144.0,97.0,154.0,42.0,59.0,94.0,100.0,51.0,106.0,10.0,58.0,69.0,984.0
PA Perfume Deo Impact Regal Mrp- 250,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
PA Perfume Gravitas MRP230/-,0.0,0.0,0.0,0.0,0.0,36.0,0.0,25.0,91.0,301.0,66.0,51.0,570.0
PA Perfume Maestro MRP230/-,0.0,0.0,0.0,0.0,0.0,36.0,0.0,26.0,86.0,301.0,72.0,66.0,587.0
PA Perfumned Deo Fiesta 135ml (Mrp 195),36.0,0.0,24.0,36.0,0.0,6.0,36.0,0.0,0.0,0.0,14.0,0.0,152.0
PA Perfumned Deo Trance 135ml (Mrp 195),83.0,45.0,98.0,24.0,63.0,67.0,39.0,64.0,57.0,24.0,30.0,71.0,665.0
PA Perfumned Deo Zouk 135ml (Mrp 195),54.0,15.0,8.0,9.0,9.0,21.0,54.0,15.0,21.0,6.0,60.0,9.0,281.0
PA Premium Deo 120ml (Pack of 2) MRP-425,0.0,0.0,0.0,0.0,6.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
PA Premium Perfume Gift Set MRP690/-,0.0,3.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,117.0
PA PRM ROOM F LAVENDER,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,37.0,0.0,0.0,43.0
PA PRM ROOM F ROSE,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,58.0,0.0,0.0,64.0
PA PRM ROOM F SANDLE,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,1.0,0.0,36.0
PA PRM ROOM F SHUBH,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,46.0,0.0,70.0
PA PRM Room Freh. Jasmine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
PA PRM ROOM RAJNIGANDHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
PA Prm. Talc Beauty (Twin Pack) (Mrp 150,121.0,243.0,91.0,15.0,55.0,31.0,40.0,40.0,22.0,25.0,72.0,43.0,798.0
PA Prm. Talc Lavender (Twin Pack)-150,358.0,71.0,218.0,22.0,89.0,31.0,33.0,24.0,0.0,5.0,44.0,36.0,931.0
PA Prm. Talc SANDAL (Twin Pack) (Mrp150),12.0,6.0,42.0,0.0,12.0,6.0,0.0,13.0,0.0,5.0,45.0,12.0,153.0
PA Shaving Brush Silver,55.0,42.0,78.0,26.0,89.0,54.0,38.0,76.0,21.0,0.0,72.0,0.0,551.0
PA Shaving Cream  Classic  Mrp- 65/-,798.0,678.0,370.0,66.0,210.0,24.0,78.0,113.0,90.0,90.0,92.0,96.0,2705.0
PA Shaving Cream Cool Blue70gm,109.0,149.0,122.0,128.0,293.0,369.0,87.0,150.0,179.0,127.0,156.0,46.0,1915.0
PA Shaving Cream Good Morning 70gm,145.0,211.0,163.0,133.0,278.0,411.0,69.0,141.0,194.0,209.0,194.0,106.0,2254.0
PA Shaving Foam  200gm,3.0,2.0,23.0,2.0,2.0,25.0,71.0,104.0,55.0,25.0,38.0,16.0,366.0
PA Shaving Foam Good Morning 420gm,0.0,20.0,27.0,14.0,38.0,26.0,25.0,9.0,11.0,12.0,49.0,0.0,231.0
PA Signature Deo Explore 100gm (Mrp 240),0.0,0.0,0.0,12.0,48.0,6.0,0.0,17.0,0.0,0.0,1.0,0.0,84.0
PA Soap Cool Blue (3+1)125 gm MRP 135,89.0,107.0,0.0,137.0,476.0,93.0,72.0,86.0,61.0,56.0,48.0,65.0,1289.0
PA Soap Cool Blue 125 gm 45,109.0,154.0,181.0,122.0,133.0,147.0,150.0,131.0,73.0,69.0,119.0,40.0,1428.0
PA Soap Good Morning (3+1)125 gm MRP 135,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,6.0,0.0,0.0,0.0,46.0
PA Soap Good Morning 125gm 45,759.0,882.0,428.0,519.0,438.0,281.0,381.0,442.0,453.0,347.0,148.0,72.0,5150.0
PA Soap Luxury (3+1)125 gm MRP 135,56.0,75.0,0.0,144.0,385.0,69.0,84.0,49.0,67.0,66.0,111.0,27.0,1132.0
PA Soap Luxury 125 gm 45,22.0,54.0,86.0,34.0,62.0,62.0,53.0,38.0,41.0,48.0,103.0,0.0,603.0
PA Soap Storm 125gm 45/-,172.0,198.0,324.0,290.0,427.0,334.0,332.0,542.0,255.0,181.0,54.0,51.0,3160.0
PA Voyage Perfume Spray 220ml +GM 130ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,85.0,237.0,0.0,328.0
PA Voyage Perfume Spray 220ml Super Save,3274.0,258.0,146.0,11100.0,281.0,155.0,308.0,105.0,196.0,14.0,24.0,107.0,15968.0
Rizolo Oil 1 Ltr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0
Salary Reimbursment Claim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sales Promotion And Conducting Market St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKORE Book of Secrets 10'S PACK,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
SKORE CONDOMS BANANA 10'S PACK,0.0,0.0,0.0,42.0,56.0,99.0,57.0,37.0,21.0,102.0,52.0,46.0,512.0
SKORE CONDOMS BLUES 10'S PACK,0.0,0.0,0.0,110.0,68.0,109.0,72.0,210.0,150.0,264.0,144.0,204.0,1331.0
SKORE CONDOMS CHERRY 10'S PACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,1.0,17.0
SKORE CONDOMS CHOCOLATE 10'S PACK,0.0,0.0,5.0,96.0,60.0,83.0,72.0,175.0,192.0,171.0,152.0,120.0,1126.0
SKORE CONDOMS COOL 10'S PACK,0.0,0.0,0.0,44.0,11.0,17.0,15.0,30.0,69.0,39.0,61.0,36.0,322.0
SKORE CONDOMS DOTS 10'S PACK,0.0,0.0,0.0,0.0,12.0,48.0,16.0,22.0,0.0,88.0,31.0,32.0,249.0
SKORE CONDOMS FLAVOURS 20'S PACK,0.0,0.0,0.0,24.0,24.0,18.0,41.0,22.0,24.0,37.0,29.0,6.0,225.0
SKORE CONDOMS NOT OUT 10'S PACK,0.0,0.0,9.0,160.0,175.0,109.0,107.0,242.0,163.0,295.0,159.0,171.0,1590.0
SKORE CONDOMS NOTOUT 20'S PACK,0.0,0.0,0.0,12.0,12.0,30.0,21.0,12.0,12.0,20.0,32.0,40.0,191.0
SKORE CONDOMS ORANGE 10'S PACK,0.0,0.0,3.0,58.0,72.0,48.0,33.0,88.0,112.0,135.0,60.0,61.0,670.0
SKORE CONDOMS PINACOLADA 10'S PACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,24.0
SKORE CONDOMS SHADES 10'S PACK,0.0,0.0,3.0,69.0,32.0,66.0,57.0,52.0,110.0,21.0,37.0,44.0,491.0
SKORE CONDOMS SHADES 20'S PACK,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,2.0,6.0,12.0,20.0,76.0
SKORE CONDOMS STRAWBERRY 10'S PACK,0.0,0.0,7.0,72.0,103.0,92.0,74.0,99.0,128.0,157.0,151.0,93.0,976.0
SKORE FLAVOURED LUBE CHERRY  50 ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0
SKORE FLAVOURED LUBE STRAWBERRY  50 ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
SKORE SENSATIONAL  LUBE COOL  50 ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0
SKORE SENSATIONAL  LUBE WARM  50 ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,6.0,60.0
SKORE SKIN CREAM LUBES CHERRY 50ML 250/-,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,30.0,0.0,0.0,0.0,54.0
SKORE SKIN CREAM LUBES COOL 50ML 250/-,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,30.0,0.0,0.0,0.0,54.0
SKORE SKIN CRM LUBES STRAWBRY 50ML 250/-,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,30.0,6.0,0.0,0.0,60.0
SKORE SKINTHIN 10'S PK (10'S PK X 24 IN),0.0,0.0,8.0,62.0,69.0,39.0,33.0,0.0,168.0,133.0,131.0,30.0,673.0
SKORE TIMELESS 10'S PK (10'S PK X 24 IN),0.0,0.0,5.0,23.0,97.0,44.0,14.0,60.0,39.0,110.0,57.0,0.0,449.0
SKORE ZIGZAG 10'S PK (10'S PK X 24 IN),0.0,0.0,1.0,68.0,110.0,79.0,50.0,133.0,227.0,186.0,90.0,117.0,1061.0
SMX SWIFT3 SYSTEM R+4,0.0,0.0,15.0,18.0,71.0,607.0,18.0,138.0,92.0,227.0,70.0,47.0,1303.0
SMX SWIFT3 SYSTEM RAZOR 11 For Loc,0.0,0.0,12.0,0.0,2.0,434.0,0.0,46.0,107.0,213.0,31.0,0.0,845.0
SMX3 HATTRIK 5 Pack 90/,0.0,0.0,12.0,126.0,99.0,593.0,1026.0,318.0,339.0,1505.0,279.0,252.0,4549.0
Sterling Blonder Powder 20gm,120.0,84.0,324.0,396.0,72.0,228.0,480.0,444.0,444.0,732.0,900.0,271.0,4495.0
Sterling Blonder Powder 400gm,0.0,12.0,6.0,0.0,1.0,0.0,12.0,61.0,10.0,48.0,15.0,20.0,173.0
Sterling Developer  250ml(Volume20),15.0,0.0,84.0,144.0,0.0,133.0,156.0,7.0,18.0,156.0,216.0,0.0,929.0
Sterling Developer  250ml(Volume30),44.0,0.0,88.0,18.0,0.0,0.0,12.0,0.0,48.0,24.0,24.0,0.0,197.0
Sterling Developer  250ml(Volume40),44.0,0.0,99.0,0.0,0.0,36.0,0.0,0.0,60.0,24.0,36.0,0.0,270.0
Sterling Developer  750ml(Volume20),0.0,0.0,0.0,0.0,0.0,96.0,222.0,168.0,60.0,90.0,96.0,102.0,834.0
Sterling Developer  750ml(Volume30),0.0,0.0,0.0,0.0,0.0,48.0,12.0,30.0,30.0,12.0,6.0,18.0,156.0
Sterling Developer  750ml(Volume40),0.0,0.0,0.0,0.0,0.0,36.0,30.0,18.0,12.0,0.0,6.0,18.0,120.0
Sterling Hair Serum 100ml,474.0,240.0,71.0,504.0,120.0,20.0,336.0,456.0,336.0,420.0,684.0,414.0,4075.0
Streax Body Mist 2+1 (3*100m),0.0,0.0,24.0,0.0,0.0,0.0,14.0,7.0,8.0,5.0,0.0,0.0,58.0
Streax Body Mist Lily Vanila 100m,0.0,6.0,9.0,0.0,0.0,0.0,15.0,5.0,7.0,8.0,0.0,0.0,50.0
Streax Body Mist Orntl Blsm 100m,6.0,2.0,6.0,0.0,0.0,19.0,3.0,0.0,10.0,5.0,0.0,0.0,51.0
Streax Body Mist Peach Love 100m,0.0,0.0,17.0,0.0,0.0,0.0,5.0,2.0,13.0,8.0,0.0,7.0,52.0
Streax Body Mist Refreshing CLUB 100m,36.0,4.0,5.0,0.0,0.0,39.0,39.0,2.0,6.0,44.0,16.0,2.0,193.0
Streax Body Mist Refreshing DERBY 100m,30.0,4.0,0.0,0.0,0.0,44.0,35.0,4.0,8.0,51.0,5.0,4.0,185.0
Streax Body Mist Refreshing GLAM 100m,36.0,5.0,4.0,0.0,0.0,38.0,42.0,7.0,10.0,10.0,11.0,4.0,167.0
Streax Color Lock Hair Serum 100m,0.0,0.0,0.0,0.0,0.0,72.0,60.0,6.0,15.0,84.0,1.0,2.0,240.0
Streax Feel Fresh Deo Birdy -150gm,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Streax Hair Color Burgundy 3.16,12.0,1.0,3.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,39.0
Streax Hair Color Dark Brown 3 No,24.0,11.0,3.0,87.0,231.0,176.0,150.0,70.0,54.0,157.0,93.0,129.0,1185.0
Streax Hair Color Light Brown 5No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,36.0
Streax Hair Color Natural Black 1No,18.0,14.0,72.0,42.0,223.0,137.0,125.0,21.0,48.0,132.0,99.0,78.0,1009.0
Streax Hair Color Smart Burgundy  MRP30,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
Streax Hair Color Smart D Brown,28.0,29.0,192.0,0.0,192.0,281.0,0.0,1152.0,0.0,0.0,20.0,384.0,2278.0
Streax Hair Color Smart N Black,14.0,1.0,192.0,0.0,0.0,204.0,6.0,576.0,1943.0,17.0,9.0,195.0,3157.0
Streax Hair Color Smart N Brown  MRP30,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,192.0,226.0
Streax Hair Serum 100m,453.0,138.0,303.0,260.0,918.0,872.0,629.0,894.0,917.0,1025.0,1003.0,558.0,7970.0
Streax Hair Serum 25m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,150.0
Streax HC Insta D Brown 20/-,0.0,0.0,192.0,0.0,192.0,192.0,192.0,192.0,984.0,0.0,0.0,592.0,2536.0
Streax HC Insta N Black  20/-,0.0,0.0,192.0,0.0,0.0,192.0,192.0,768.0,0.0,266.0,384.0,400.0,2394.0
Streax HC Smart Cinnamon Red  MRP30,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Streax HC Ultralights Soft,24.0,14.0,0.0,12.0,6.0,40.0,58.0,0.0,2.0,27.0,13.0,13.0,209.0
Streax HC Ultralights Vibrant,0.0,0.0,0.0,0.0,0.0,36.0,21.0,0.0,7.0,38.0,5.0,0.0,107.0
Streax Insta HC N Black  25ml,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
Streax Insta HC N Black  90ml,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,38.0
Streax Sun Block Hair Serum 100m,0.0,0.0,0.0,0.0,0.0,72.0,60.0,6.0,5.0,107.0,0.0,0.0,250.0
Streax TLC  Dark Brown 170m No3,3.0,2.0,0.0,0.0,2.0,2.0,15.0,18.0,16.0,29.0,0.0,0.0,87.0
Streax TLC D Brown 95ml,61.0,3.0,72.0,360.0,0.0,232.0,153.0,150.0,55.0,68.0,404.0,36.0,1594.0
Streax TLC N Black 170ml 1 No,0.0,10.0,0.0,0.0,0.0,4.0,10.0,10.0,11.0,20.0,7.0,0.0,72.0
Streax TLC N Black 95ml,46.0,0.0,36.0,72.0,144.0,435.0,2.0,0.0,61.0,81.0,38.0,72.0,987.0
Super Vasmol Kesh kala-33 100ml,14.0,29.0,342.0,15.0,27.0,216.0,108.0,120.0,498.0,0.0,444.0,882.0,2695.0
Super Vasmol Kesh kala-33 50ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0
Supermax Elegance 4RC-Black,0.0,0.0,21.0,17.0,70.0,548.0,69.0,162.0,77.0,296.0,19.0,0.0,1279.0
SUPERMAX SHAVING FOAM CLASSIC-400,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
SUPERMAX SHAVING FOAM SENSITIVE-400,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
Supermax Soccer II DC 50/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,30.0
Supermax Soccer II RC5 54/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,36.0
Supermax Syrine 3 Pack 100/,0.0,0.0,12.0,42.0,18.0,468.0,73.0,102.0,95.0,180.0,9.0,24.0,1023.0
TBC  Charcol Bleach 325/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
TBC  Gold Cream  750/-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TBC  Jewel Luxury Bleach 325/-,18.0,28.0,15.0,2.0,3.0,17.0,30.0,6.0,5.0,13.0,9.0,1.0,147.0
TBC  Marine Mineral Scrub 195/,9.0,20.0,5.0,7.0,4.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,66.0
TBC  Power D Tan Cream+Pack 725/-,12.0,13.0,17.0,4.0,10.0,2.0,0.0,0.0,0.0,3.0,4.0,12.0,77.0
TBC 24ct Fairness Gold Bleach 43g 70/-,36.0,51.0,39.0,12.0,24.0,42.0,16.0,6.0,30.0,20.0,7.0,0.0,283.0
TBC 24CT GOLD BLEACH 300G 275/-,9.0,20.0,4.0,2.0,7.0,15.0,13.0,1.0,4.0,3.0,6.0,7.0,91.0
TBC 24ct Gold Face Wash 100ml 110/-,6.0,7.0,3.0,0.0,0.0,12.0,4.0,6.0,15.0,7.0,3.0,9.0,72.0
TBC 24CT GOLD FACIAL KIT 260G 900/-,0.0,3.0,12.0,4.0,2.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,31.0
TBC 24CT Gold Kit 200gm 425/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,16.0
TBC 24CT Gold Kit 55gm 285/-,0.0,24.0,16.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,59.0
TBC 7 IN 1 HAIL OIL 200ml 225/-,9.0,5.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
TBC 7 IN 1 Hair Conditioner 200ml 225/-,11.0,6.0,9.0,4.0,1.0,9.0,3.0,0.0,0.0,0.0,3.0,0.0,46.0
TBC ACNE FACE WASH100GM 195/-,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TBC Age Repair Face Pack 100g 210/-,0.0,3.0,6.0,2.0,0.0,3.0,4.0,0.0,6.0,10.0,12.0,3.0,49.0
TBC Age Repair Tonic 100g 425/-,0.0,0.0,0.0,3.0,5.0,0.0,7.0,0.0,6.0,6.0,3.0,6.0,36.0
TBC AHA FRUIT BLEACH 35G 70/-,30.0,21.0,15.0,12.0,9.0,27.0,6.0,18.0,6.0,6.0,0.0,0.0,150.0
TBC AHA Fruit KIT 400 GM 700/-,11.0,8.0,6.0,1.0,9.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,55.0
TBC AHA Fruit KIT 55GM 285/-,5.0,2.0,7.0,0.0,8.0,10.0,11.0,0.0,0.0,10.0,0.0,3.0,56.0
TBC ALOEGEL 350ML 375/-,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
TBC ALOEPAYA SCRUB 100G 175/-,0.0,0.0,24.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
TBC ALOEPAYA SCRUB 400G 375/-,0.0,0.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0
TBC Aloevera Hydrating gel 100ml 85/-,12.0,24.0,33.0,11.0,6.0,6.0,0.0,0.0,0.0,6.0,15.0,12.0,125.0
TBC ALOGEL 375/-,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
TBC Alovera Hair Removal Cream 50gm 72/-,0.0,24.0,6.0,0.0,0.0,48.0,0.0,12.0,0.0,0.0,0.0,0.0,90.0
TBC Alovera Lotion 300ml 135/-,0.0,0.0,0.0,0.0,0.0,0.0,51.0,18.0,27.0,15.0,0.0,6.0,117.0
TBC Anti Acne Kit 260g 795/-,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0
TBC Anti Acne Pack 100g 195/-,8.0,9.0,0.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
TBC Anti Aging Cream 550/-,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
TBC Anti Blemish Face wash 100ml 120/-,27.0,9.0,19.0,12.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0
TBC Aprimond Scrub 400g 375/-,2.0,0.0,6.0,8.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0
TBC Argan Oil Hand and Foot spa 1195/-,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
TBC BLEMISH PACK 100 195/-,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
TBC Blue Diamond Cream 800/-,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TBC Blue Diamond Gel 800/-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TBC Blue Diamond Pack 800/-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TBC Blue Diamond Scrub 800/,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TBC Charcol Gel 120g 250/-,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,26.0
TBC Charcol KIT Mini 325/-,0.0,0.0,0.0,20.0,23.0,27.0,26.0,3.0,8.0,12.0,18.0,15.0,152.0
TBC Charcol Mask 120g 250/-,0.0,18.0,53.0,72.0,69.0,51.0,12.0,36.0,36.0,18.0,12.0,12.0,389.0
TBC Charcol Mask 50g 150/-,0.0,0.0,0.0,9.0,24.0,6.0,6.0,6.0,6.0,16.0,10.0,4.0,87.0
TBC Charcol Scrub 100g 160/-,9.0,48.0,42.0,39.0,51.0,63.0,0.0,0.0,0.0,0.0,0.0,11.0,263.0
TBC Charcol Shampoo 200g 200/-,9.0,6.0,18.0,6.0,3.0,12.0,12.0,0.0,2.0,3.0,0.0,0.0,71.0
TBC Chocolate Facial Kit 260g 6in1 795/-,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
TBC D TAN BLEACH 300GM 325/-,26.0,13.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0
TBC D TAN BLEACH 35gm 80/-,30.0,42.0,12.0,27.0,69.0,15.0,33.0,12.0,12.0,12.0,12.0,24.0,300.0
TBC D TAN FACE & BODY PACK 100G 195/-,18.0,15.0,21.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
