Item Details,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Total Qty.
Morton  PINEAPPLE CHUNKS  850 GMS 110 *2,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
Morton  PINEAPPLE JAM 270 GMS 65 *24,48.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
Morton  RED CHILLI SAUCE  750 GMS 75 *12,90.0,144.0,72.0,108.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0
Morton  RED CHILLI SAUCE 200G 45*36,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Morton  SARSON KA SAAG PLAIN 450 GMS 75,144.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0
Morton  SOYA SAUCE 700 GMS 70 *12,0.0,18.0,126.0,54.0,12.0,90.0,18.0,0.0,0.0,0.0,0.0,0.0,318.0
Morton  SYNTHETIC VINEGAR 650 ML 70*18,90.0,270.0,234.0,18.0,0.0,126.0,36.0,0.0,0.0,0.0,0.0,0.0,774.0
Morton  TOMATO PASTE 900 GMS 180 *24,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
Morton  TOMATO PUREE  850G 100*24,24.0,24.0,48.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
Morton GREEN CHILLI SAUCE 900 GMS 70*24,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
Morton LIME JUICE CORDIAL 750ML 130*18,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
Morton MUSHROOM IN BRINE 800 GM 229*24,48.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Morton ORANGE MARMALADE JAM (BLISTER) 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORTON PASTA FUSILLI 500GM,16.0,60.0,340.0,148.0,20.0,700.0,20.0,0.0,0.0,0.0,0.0,0.0,1304.0
MORTON PASTA MACRONI 500GM,60.0,60.0,300.0,131.0,60.0,480.0,20.0,0.0,0.0,0.0,0.0,0.0,1111.0
MORTON PENNE PASTA 500GM,40.0,24.0,400.0,44.0,100.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0
Morton TOMATO KETCHUP (N.P) 200 GM *36,0.0,36.0,0.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
Morton TOMATO KETCHUP (N.P) 500 GM *12,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Morton TOMATO KETCHUP 200 POUCH GM *60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morton TOMATO KETCHUP 950G Pch 130*12,24.0,240.0,60.0,72.0,12.0,252.0,48.0,0.0,0.0,0.0,0.0,0.0,708.0
MURLIWALA ALMOND KERNEL 250GM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLEEV ACTIVE - 1 LTR Pouch,0.0,0.0,0.0,0.0,24.0,48.0,48.0,4.0,24.0,88.0,0.0,0.0,233.0
OLEEV ACTIVE 5 LTR JAR,0.0,1.0,0.0,0.0,4.0,8.0,8.0,4.0,4.0,28.0,0.0,0.0,53.0
OLEEV EX  LIGHT- 1 LTR MRP 1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLEEV HEALTH 1 LTR Pouch,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
OLEEV HEALTH 5 LTR JAR,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
Oleev Pomace 5 Ltr Tin,0.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,37.0
OLEEV SMART 5LTR JAR MRP 1180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
PA Apple Cider Shampoo RS 180ml,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,8.0,25.0
PA Asl Cool Blue 100ml 205/,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
PA Asl Cool Blue Splash 50ml 125/-,24.0,6.0,9.0,6.0,15.0,0.0,0.0,15.0,24.0,39.0,3.0,15.0,156.0
PA Asl Good Morning Splash 50ml 125/-,63.0,65.0,55.0,114.0,55.0,45.0,25.0,29.0,43.0,45.0,18.0,14.0,571.0
PA Beer Shampoo ANT DNDRF 350ml *2 349/-,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PA Beer Shampoo Anti Dundruff 180ml,68.0,72.0,24.0,24.0,54.0,48.0,41.0,69.0,42.0,42.0,8.0,57.0,549.0
PA Beer Shampoo Anti Dundruff 350ml,14.0,15.0,8.0,2.0,13.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,76.0
PA Beer Shampoo Daily Shine 180ml,39.0,45.0,23.0,52.0,38.0,29.0,11.0,8.0,8.0,34.0,8.0,5.0,300.0
PA Beer Shampoo Daily Shine 350ml,12.0,0.0,8.0,0.0,21.0,8.0,0.0,0.0,8.0,12.0,0.0,4.0,73.0
PA Beer Shampoo Damage Free Hair 180ml,39.0,18.0,31.0,20.0,68.0,2.0,4.0,0.0,4.0,8.0,4.0,8.0,206.0
PA Beer Shampoo Damage Free Hair 350ml,68.0,75.0,80.0,142.0,107.0,62.0,0.0,0.0,26.0,80.0,0.0,46.0,686.0
PA Beer Shampoo DMG FREE BT 350ml *2 349,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
PA Body Deo CB 250ml 319/-,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0
PA Body Deo Cool Blue 100gm (Mrp 199/-),718.0,20.0,8.0,742.0,25.0,720.0,8.0,4.0,0.0,18.0,0.0,76.0,2339.0
PA Body Deo Good Morning 100gm (Mrp 199),1223.0,72.0,27.0,750.0,96.0,735.0,24.0,0.0,1512.0,71.0,12.0,128.0,4649.0
PA Body Deo Good Morning 220ml 319/-,26.0,21.0,8.0,21.0,72.0,8.0,0.0,5.0,18.0,25.0,10.0,6.0,220.0
PA Body Deo Storm 100gm 225/-,715.0,49.0,15.0,800.0,70.0,743.0,30.0,3.0,720.0,32.0,0.0,28.0,3205.0
PA Body Deo Storm 250ml 280/-,0.0,0.0,0.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
PA Body Deo Voyage 100gm 240/-,73.0,230.0,46.0,230.0,158.0,52.0,51.0,52.0,12.0,46.0,23.0,64.0,1037.0
PA Body Fragrance Alexander 120 ml 225,5.0,0.0,0.0,66.0,53.0,49.0,4.0,6.0,6.0,53.0,2.0,50.0,294.0
PA Body Fragrance EPIC 150 ml 199/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA BS DAMAGE FREE 650ml 550/-,0.0,8.0,0.0,118.0,16.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,162.0
PA Deo  Assorted (2+1) 150ml MRP450,82.0,402.0,98.0,202.0,231.0,223.0,65.0,329.0,67.0,90.0,23.0,213.0,2025.0
PA Deo  Assorted GGS(2+1) 150ml MRP398,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
PA Deo B2G1(2Alex+1Int) 130ml*3 398/,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
PA Deo Impact (2+1) 150ml,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
PA Deo Voyage Signature B2G1 500/-,147.0,383.0,110.0,1132.0,280.0,217.0,165.0,299.0,89.0,2473.0,47.0,213.0,5555.0
PA EAUDE COLONGE 100ml 135/-,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
PA EDP Euphoria 100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
PA GM Shaving Foam  200gm 185/-,23.0,2.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
PA Good Morning Intense120ml 225/-,12.0,37.0,12.0,60.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,202.0
PA Good Morning Ultimate 150ml 250/-,3.0,35.0,12.0,30.0,39.0,18.0,24.0,0.0,8.0,0.0,0.0,8.0,177.0
PA Grooming Kit GM Regular 599/-,22.0,19.0,13.0,18.0,15.0,12.0,11.0,12.0,11.0,13.0,21.0,20.0,187.0
PA Neo Per Deo Mega Pack 220ml 329/-,37.0,79.0,7.0,355.0,8.0,8.0,4.0,0.0,36.0,0.0,16.0,59.0,609.0
PA NEO PERFUME DEO 150Ml 250/-,15.0,49.0,33.0,30.0,84.0,27.0,30.0,0.0,8.0,38.0,9.0,97.0,419.0
PA Perfume Deo Impact Icon Mrp- 250,24.0,72.0,24.0,87.0,42.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,282.0
PA Perfume Deo Impact Magnifico  250/-,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,68.0
PA Perfume Deo Impact Regal 280/-,39.0,122.0,33.0,59.0,54.0,36.0,24.0,8.0,8.0,8.0,0.0,18.0,409.0
PA Perfumned Deo Trance 135ml 210/-,16.0,8.0,12.0,28.0,0.0,32.0,0.0,0.0,8.0,16.0,8.0,16.0,144.0
PA Perfumned Deo Zouk 135ml 199/-,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0
PA PRM ROOM F LAVENDER,0.0,36.0,15.0,11.0,48.0,93.0,3.0,0.0,0.0,0.0,0.0,0.0,206.0
PA PRM ROOM F ROSE B2G1 298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA PRM Room Freh. Jasmine,0.0,0.0,0.0,0.0,36.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
PA Prm. Talc Beauty (Twin Pack) 185/-,81.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,132.0
PA Prm. Talc Lavender (Twin Pack) 185/-,38.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
PA Prm. Talc SANDAL (Twin Pack) 185/-,42.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
PA Shaving Brush Silver 90/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0
PA Shaving Cream  Classic  75/-,2466.0,108.0,30.0,66.0,105.0,48.0,36.0,42.0,32.0,40.0,10.0,20.0,3003.0
PA Shaving Cream Cool Blue70gm 75/-,24.0,222.0,38.0,89.0,80.0,84.0,33.0,68.0,53.0,65.0,33.0,56.0,845.0
PA Shaving Cream Good Morning 70gm 75/-,132.0,27.0,36.0,24.0,72.0,132.0,60.0,156.0,18.0,144.0,40.0,88.0,929.0
PA Sig Coll Discover 150ml 250/-,73.0,471.0,116.0,1730.0,1145.0,2426.0,385.0,2770.0,373.0,2222.0,2715.0,3212.0,17638.0
PA Soap Cool Blue (3+1)125 gm 210/-,68.0,163.0,8.0,37.0,84.0,27.0,15.0,30.0,9.0,12.0,9.0,33.0,495.0
PA Soap Cool Blue 125 gm 50/-,159.0,207.0,80.0,366.0,274.0,213.0,48.0,40.0,22.0,174.0,20.0,61.0,1664.0
PA Soap Good Morning (3+1)125 gm 165/-,27.0,17.0,6.0,13.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
PA Soap Good Morning 125gm 53/-,169.0,68.0,45.0,163.0,123.0,112.0,4.0,8.0,4.0,156.0,5.0,23.0,880.0
PA Soap Luxury (3+1)125 gm 150/-,91.0,151.0,36.0,50.0,53.0,41.0,71.0,27.0,35.0,17.0,14.0,41.0,627.0
PA Soap Luxury 125 gm 70/-,216.0,144.0,30.0,234.0,102.0,24.0,24.0,0.0,0.0,24.0,0.0,0.0,798.0
PA Soap Storm (3+1)125 gm 150/-,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
PA Soap Storm 125gm 50/-,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,31.0
PA Sportz Style 150ml 220/-,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
PA Sportz Style+Force 150ml*2  250/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,38.0,3.0,311.0
PA Voyage Perfume Spray 220ml +GM 130ml,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
PA Voyage Perfume Spray 220ml 329/-,448.0,111.0,87.0,258.0,114.0,319.0,43.0,36.0,128.0,28.0,42.0,62.0,1676.0
POPCORN-BUTTER LOVERS 40GM 10/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,120.0
POPCORN-CLASSIC SALTED 40 GM 10/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,120.0
POPCORN-GOLDEN CRUNCH 40GM 10/-,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,240.0
POPCORN-MIXIN  PERI PERI-60GM 30/-,336.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,480.0
POPCORN-MIXIN CHEESE BURST-60GM 30/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,144.0
POPCORN-MIXIN DESI COCKTAIL-60GM 30/-,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0
POPCORN-MIXIN TANDOORI TWIST-60 GM-MRP-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,144.0
POPCORN-MIXIN TOMATO SALSA-60GM 30/-,336.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,480.0
PROMOTIONAL EXPENCES (996211),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rate Diff./Special Disc. Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIO HEAVY FLOW PADS 12's*24 W,96.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
RUCHIS NUTRELA SOYA CHUNK (200G),60.0,240.0,0.0,600.0,120.0,420.0,60.0,119.0,180.0,60.0,180.0,180.0,2219.0
RUCHIS NUTRELA SOYA CHUNK 1KG,40.0,60.0,0.0,79.0,0.0,80.0,0.0,42.0,20.0,61.0,0.0,0.0,381.0
RUCHIS NUTRELA SOYA CHUNK MINI (200G),60.0,240.0,0.0,660.0,60.0,360.0,60.0,0.0,60.0,60.0,360.0,240.0,2160.0
RUCHIS NUTRELA SOYAGRANULES-200G,60.0,175.0,0.0,360.0,60.0,178.0,0.0,0.0,120.0,170.0,0.0,0.0,1123.0
S Nacho Classic Salted 150G (1*15) 90/-,45.0,59.0,24.0,0.0,184.0,0.0,0.0,81.0,24.0,22.0,0.0,24.0,438.0
S Nacho Creamy Cheese 150G (1*15) 90/-,50.0,99.0,15.0,75.0,82.0,58.0,12.0,48.0,14.0,0.0,24.0,47.0,524.0
S Nacho Creamy Cheese 40G+DIP35 60/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,56.0
S Nacho Creamy Cheese 60G (1*40) 35/-,359.0,480.0,640.0,29.0,560.0,92.0,64.0,40.0,45.0,0.0,0.0,40.0,2327.0
S Nacho Crunchy Pizza 150G (1*15) 90/-,455.0,93.0,357.0,190.0,126.0,6.0,0.0,0.0,0.0,24.0,0.0,0.0,1251.0
S Nacho Crunchy Pizza 60G (1*48) 35/-,0.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,12.0,40.0,0.0,0.0,99.0
S Nacho Jalpino 40G+DIP35 (1*56) 60/-,13.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,0.0,76.0
S Nacho Mexican Chilli 150G (1*15) 90/-,78.0,378.0,441.0,162.0,823.0,36.0,24.0,44.0,0.0,0.0,24.0,64.0,2074.0
S Nacho Mexican Chilli 45G (1*48) 30/-,82.0,57.0,4.0,0.0,60.0,0.0,0.0,23.0,0.0,80.0,0.0,0.0,229.0
S Nacho Peri Peri 150G (1*15) 90/-,0.0,24.0,5.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,109.0
S Nacho Peri Peri 60G (1*48) 35/-,403.0,339.0,344.0,103.0,672.0,0.0,0.0,0.0,320.0,141.0,40.0,0.0,2362.0
S Nacho Peri Peri With Dip 65G 70/-,784.0,504.0,784.0,200.0,1540.0,392.0,1120.0,840.0,600.0,672.0,27.0,280.0,7743.0
S Nacho Tangy Tomato 150G(1*24) 90/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0
S Nacho Zesty Jalapeno 150G (1*15) 90/-,297.0,596.0,624.0,259.0,268.0,62.0,0.0,50.0,24.0,15.0,0.0,39.0,2232.0
S Nacho Zesty Jalapeno 60G*40 35/-,280.0,245.0,520.0,120.0,234.0,40.0,40.0,0.0,29.0,80.0,0.0,40.0,1600.0
S Peri Peri Seasoning Mix 80Gm 36*120/-,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Salsa Dip 200Gm (1*12) 120/-,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
S Salsa Dip 300Gm (1*12) 150/-,317.0,321.0,616.0,456.0,798.0,766.0,900.0,541.0,0.0,822.0,372.0,570.0,6479.0
S TACO DINNER KIT (1*10) 240/-,20.0,27.0,10.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
S Taco Sause Hot 283Gm (1*12) 130/-,13.0,2.0,29.0,8.0,24.0,23.0,12.0,12.0,12.0,0.0,0.0,0.0,135.0
S Taco Seasoning Mix 80Gm (1*36) 120/-,26.0,42.0,72.0,81.0,0.0,119.0,36.0,20.0,36.0,0.0,0.0,36.0,468.0
S TACO Shell (1*12) 180/-,139.0,307.0,340.0,215.0,539.0,252.0,656.0,887.0,731.0,684.0,492.0,551.0,5793.0
S TACO Shell Mini (1*12) 120/-,168.0,336.0,480.0,216.0,346.0,240.0,360.0,360.0,499.0,201.0,144.0,216.0,3566.0
S TORTILLA DINNER KIT (1*10) 299/-,4.0,17.0,10.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
S Wrap Salsa Sause Hot 283Gm (1*12) 130/,0.0,42.0,12.0,6.0,20.0,12.0,12.0,4.0,0.0,0.0,0.0,0.0,103.0
S Wrap Seasoning Mix 80Gm (1*36) 120/-,0.0,72.0,14.0,3.0,73.0,66.0,36.0,84.0,0.0,0.0,0.0,0.0,283.0
S Wrap Tortilla  (1*12) 190/-,2852.0,4876.0,2508.0,2576.0,5913.0,3984.0,2790.0,5328.0,4200.0,3489.0,2700.0,5228.0,46444.0
Sales Promotion Expence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sales Promotion Scheme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sales Support Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKORE CONDOMS BANANA 10'S PACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,14.0,31.0
SKORE CONDOMS BLUES 10'S PACK,21.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,4.0,73.0
SKORE CONDOMS CHOCOLATE 10'S PACK,57.0,90.0,67.0,126.0,66.0,48.0,0.0,81.0,150.0,51.0,0.0,143.0,879.0
SKORE CONDOMS COOL WATERMELON 10'S PACK,0.0,17.0,0.0,3.0,60.0,132.0,0.0,0.0,0.0,72.0,0.0,48.0,330.0
SKORE CONDOMS DOTS 10'S PACK,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,8.0,24.0
SKORE CONDOMS FLAVOURS 20'S PACK,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,39.0
SKORE CONDOMS NOT OUT 10'S PACK,48.0,137.0,85.0,92.0,151.0,96.0,24.0,0.0,101.0,82.0,60.0,21.0,897.0
SKORE CONDOMS NOTOUT 20'S PACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
SKORE CONDOMS ORANGE 10'S PACK,0.0,66.0,58.0,24.0,20.0,48.0,48.0,52.0,64.0,59.0,4.0,37.0,480.0
SKORE CONDOMS SHADES 10'S PACK,66.0,30.0,48.0,204.0,18.0,0.0,96.0,4.0,12.0,146.0,10.0,86.0,720.0
SKORE CONDOMS STRABERRY 10'S PACK,80.0,66.0,56.0,192.0,24.0,0.0,0.0,91.0,66.0,143.0,99.0,63.0,880.0
SKORE FLAVOURED LUBE CHERRY  50 ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
SKORE FLAVOURED LUBE STRAWBERRY  50 ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
SKORE NOTHING CHOCOLATE 10'S PACK,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,44.0
SKORE OH PLEASURE GEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKORE SENSATIONAL  LUBE WARM  50 ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
SKORE SKIN CREAM LUBES CHERRY 50ML 250/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0
SKORE SKIN CREAM LUBES COOL 50ML 250/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
SKORE SKIN CRM LUBES STRAWBRY 50ML 250/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0
SKORE SKINTHIN 10'S PK (10'S PK X 24 IN),34.0,78.0,11.0,10.0,19.0,0.0,0.0,0.0,14.0,8.0,0.0,25.0,190.0
SKORE TIMELESS 10'S PK (10'S PK X 24 IN),24.0,16.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
SKORE VIBERTING RING VYBES 1600/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKORE ZIGZAG 10'S PK (10'S PK X 24 IN),37.0,69.0,5.0,6.0,11.0,0.0,0.0,2.0,13.0,7.0,4.0,16.0,170.0
SMX SHAVING FOAM SENSITIVE-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOFTSENS BABY CRM MILK BTTR 100G-T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0
SOFTSENS BABY LOTION 200ML 165/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,72.0,312.0
SOFTSENS BABY LOTION 400ML 290/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,48.0,192.0
SOFTSENS BABY MILK SOAPS 100 g x3 199/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,288.0,720.0
SOFTSENS BABY NATURALS SOAPS 100 g x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,216.0,504.0
SOFTSENS BABY NOURISHING SOAPS 100 g x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,48.0,240.0
SOFTSENS BABY POWDER 200g 130/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,240.0,432.0
SOFTSENS BABY SHAMPOO 200ML 175/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,120.0,480.0
SOFTSENS BABY SKIN CREAM 100ML 145/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0
SOFTSENS BABYWIPES 72S 230/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,480.0,960.0
SOFTSENS CREME OIL SOAPS 100 g x3 120/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,24.0,96.0
ST AFFAIR 150ML,192.0,32.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0
ST DEO PINK 150 ML 190/-,0.0,22.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
ST DEO ROMANCE 150 ML 190/-,1182.0,306.0,218.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1850.0
ST DEO ROMANCE 225ML 299/-,0.0,24.0,168.0,2736.0,0.0,48.0,0.0,0.0,480.0,0.0,0.0,0.0,3456.0
ST DREAM 100ML 699/-,59.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
ST EDP TE AMO BREEZE 199/-,143.0,65.0,192.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,473.0
ST PASSION 150 ML 190/-,0.0,358.0,116.0,24.0,24.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0
ST PBS DEO TE AMO DAZZLE 120ML 199/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,576.0
ST PBS DEO TE AMO PEARL 120ML 199/-,96.0,0.0,176.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,917.0
ST PBS DEO TE AMO SPARKLE 120ML 199/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,580.0
ST PBS TE AMO AQUA 120ML 199/-,192.0,24.0,216.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,472.0
ST PERFUME ADORE 100ML 699/-,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
ST PERFUME ADORE 50ML 399/-,93.0,87.0,75.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,324.0
