Item Details,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar
Streax Insta Shampoo HC D Brown 25ml 39/,6867.0,6177.0,2407.0,2031.0,2717.0,2880.0,1536.0,2688.0,1920.0,2112.0,1488.0,0
Streax Insta Shampoo HC N Black 15ml 25/,7536.0,7336.0,1569.0,3071.0,5756.0,6720.0,5376.0,6336.0,5760.0,4800.0,3840.0,0
Streax Insta Shampoo HC N Black 25ml 39/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,288.0,0
Streax Insta Shampoo HC N Brown 15ml 25/,3856.0,5613.0,4800.0,192.0,2304.0,2304.0,3264.0,3264.0,2496.0,2688.0,2112.0,0
Streax Luscious Long Conditioner 249/--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Streax Luscious Long Shampoo 190/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Streax TLC  Dark Brown 170m No3,58.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Streax TLC D Brown Mini 225/-,216.0,72.0,108.0,96.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0
Streax TLC N Black 170ml 1 No,72.0,48.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Streax TLC N Black Mini 225/-,252.0,36.0,133.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Streax Ultralight Cappuccino Brown 160/-,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Streax Ultralight Green Emerald 160/-,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Streax Ultralight Hazel Brown 160/-,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Streax Ultralight Mocha Brown 160/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Super Vasmol Kesh kala-33 100ml,1152.0,2400.0,914.0,588.0,96.0,288.0,672.0,864.0,480.0,288.0,96.0,0
Super Vasmol Kesh kala-33 50ml,402.0,210.0,12.0,192.0,24.0,24.0,0.0,12.0,0.0,0.0,0.0,0
TB BABY DIAPERS PANTS EASY NEWBORN 5s,0.0,0.0,0.0,120.0,0.0,80.0,40.0,240.0,120.0,40.0,0.0,0
TB DIAPERS PANTS EASY L 42s*6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TB DIAPERS PANTS EASY LARGE 30s*8,0.0,0.0,24.0,352.0,40.0,552.0,48.0,440.0,408.0,848.0,200.0,0
TB DIAPERS PANTS EASY LARGE 5s*40,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TB DIAPERS PANTS EASY LARGE 62s*6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0
TB DIAPERS PANTS EASY M 34s*8,0.0,0.0,64.0,616.0,224.0,1384.0,128.0,992.0,1080.0,1760.0,664.0,0
TB DIAPERS PANTS EASY MEDIUM 5s*40,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TB DIAPERS PANTS EASY MEDIUM 74s*6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0
TB DIAPERS PANTS EASY MEDIUM 9S*24,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TB DIAPERS PANTS EASY SMALL 10s*24,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TB DIAPERS PANTS EASY SMALL 42s*8,0.0,0.0,83.0,903.0,168.0,752.0,624.0,3080.0,2720.0,4504.0,1784.0,0
TB DIAPERS PANTS EASY SMALL 78s*4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0
TB DIAPERS PANTS EASY XL 26s*8,0.0,8.0,0.0,128.0,0.0,72.0,16.0,96.0,88.0,176.0,64.0,0
TB SNUGGY BABY DIAPER PANTS L30s*8,0.0,0.0,0.0,16.0,24.0,0.0,0.0,48.0,0.0,0.0,0.0,0
TB SNUGGY BABY DIAPER PANTS M34s*8,0.0,0.0,0.0,16.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0
TB SNUGGY BABY DIAPER PANTS S42s*8,0.0,0.0,0.0,48.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0
TB SNUGGY BABY DIAPER PANTS XL28s*8,0.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0
TB SNUGGY BABY PANTS NEWBORN 18s*24,0.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0
TB WET WIPES WITH LID 72S*24,0.0,48.0,0.0,120.0,48.0,120.0,0.0,0.0,240.0,120.0,48.0,0
TOPS BAKING POWDER (400GM X 12) HDPE - 9,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS CHOCO FLAKES (24GM X 180) - 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS CORN FLAKES (500G*2*6) QS Box 150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0
TOPS CORN FLAKES (500GM X 12) POUCH - 14,0.0,0.0,0.0,78.0,390.0,156.0,252.0,0.0,0.0,0.0,0.0,0
TOPS CORN FLAKES (500GM*12) POUCH BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0
TOPS CUSTARD VANILLA (100+30GM X 60)-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS CUSTARD VANILLA (500G*24JAR) BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
TOPS CUSTARD VANILLA (500GM X 24) (RP) -,0.0,0.0,0.0,0.0,216.0,72.0,144.0,0.0,0.0,0.0,0.0,0
TOPS CUSTARD VANILLA (500GM X 24) PET JA,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0
TOPS CUSTARD VANILLA (500GM*24R) BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,60.0,13.0,0
TOPS DRINKING CHOCOLATE (100GM X 48) BOX,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,7.0,2.0,0
TOPS GOLD PKL MIX (4.5KG*4)JAR -BOX 400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,89.0,78.0,4.0,0
TOPS HONEY BLISTER 15G*360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
TOPS HONEY BLISTER 15G*45*8 Single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0
TOPS INST. MIX GULAB JAMUN (500GX24)BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
TOPS INSTANT MIX GULAB JAMUN (500GM X 24,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0
TOPS JAM MIX (12GM X 1152) POUCH 2/-,0.0,0.0,0.0,0.0,10368.0,13824.0,0.0,0.0,0.0,0.0,0.0,0
TOPS JAM MIX (12GM X 1152) POUCH BOX,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,11.0,0
TOPS JAM MIX (15GMX8X125) BLISTER - 3.5,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,20.0,0
TOPS JAM MIX (15GX8X125)BLISTER  BOX 3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,0
TOPS JAM MIX (200GM X 24) - 75,0.0,0.0,0.0,0.0,24.0,0.0,120.0,0.0,0.0,0.0,0.0,0
TOPS JAM MIX (200GM X 24) 1800/- BOX,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0
TOPS JAM MIX (5KG X 4) HDPE - 465,0.0,0.0,0.0,0.0,176.0,352.0,24.0,0.0,0.0,0.0,0.0,0
TOPS JAM MIX (5KG X 4) HDPE - 465 (BOX),0.0,0.0,0.0,0.0,0.0,0.0,79.0,50.0,29.0,66.0,50.0,0
TOPS JAM MIX (875GM X 12) BOX - 225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0
TOPS JAM MIX (875GM X 12) HDPE - 225,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0
TOPS JAM ORANGE MARMALADE (475G*12)BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0
TOPS JAM PINEAPPLE (875GM X 12) BOX 205/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
TOPS NAV G CHILLI PKL (4.5KGX4) 370 Box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0
TOPS NAV MIXED PICKLE (375GM X 24) - 75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS NAV MIXED PICKLE (4.5KG X 4) - 370,0.0,0.0,0.0,238.0,812.0,922.0,476.0,0.0,0.0,0.0,0.0,0
TOPS NAV MIXED PICKLE (4.5KGX4) 370 Box,0.0,0.0,0.0,0.0,0.0,0.0,123.0,238.0,271.0,248.0,255.0,0
TOPS NAV MIXED PICKLE (900GM X 12) - 155,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS NOODLE PLAIN (300GM X 24) - 60,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0
TOPS NOODLE PLAIN (700GM X 18) - 85 BOX,0.0,0.0,0.0,0.0,0.0,0.0,277.0,214.0,255.0,107.0,153.0,0
TOPS NOODLE PLAIN (700GM X 18) - 85 TOP,0.0,0.0,0.0,0.0,3492.0,2628.0,0.0,0.0,0.0,0.0,0.0,0
TOPS PICKLE MIX (06GM X 1008) POUCH 1Box,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.0,78.0,0.0,0.0,0
TOPS PICKLE MIX (07GM X 1008) POUCH Rs1,0.0,0.0,0.0,144.0,5040.0,5040.0,0.0,0.0,0.0,0.0,28.0,0
TOPS PICKLE MIX (4.5KG X 4) JAR - 400,0.0,0.0,0.0,0.0,16.0,96.0,136.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD G.CHILLI (900GMX12)JAR 195,0.0,0.0,0.0,0.0,204.0,24.0,300.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD G.CHILLI (900GX12)JAR Box,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,41.0,11.0,33.0,0
TOPS PKL GOLD GARLIC (375G*12)-190 BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,5.0,0
TOPS PKL GOLD GARLIC (375GM X 12)-190 PE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD LIME (900G*12J) BOX 195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,0
TOPS PKL GOLD LIME (900GM X 12) JAR - 19,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0
TOPS PKL GOLD MANGO (375GM X 24) - 135PE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD MANGO (900G X 12J) Box,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,3.0,26.0,11.0,0
TOPS PKL GOLD MANGO (900GM X 12) JAR 195,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD MG SWEET CHUTNEY (450X12)1,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD MG SWEETCHUTNEY(450*12)BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0
TOPS PKL GOLD MIX (15G*800) BLISTER BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,1.0,9.0,0
TOPS PKL GOLD MIX (15GM X 800) BLISTER -,0.0,0.0,0.0,0.0,0.0,6400.0,800.0,0.0,0.0,0.0,20.0,0
TOPS PKL GOLD MIX (900G X 12) (1+1)-275,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD MIX (900GM X 12) 195/-,0.0,0.0,0.0,0.0,396.0,132.0,60.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD MIX (900GM X 12) 195/- Box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,5.0,36.0,2.0,0
TOPS PKL GOLD ST RED CHILLI (900GM) Box.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,0
TOPS PKL GOLD ST. RED CHILLI (900*12)315,0.0,0.0,0.0,0.0,12.0,60.0,0.0,0.0,0.0,0.0,0.0,0
TOPS PKL GOLD SWEET LIME (950G*12J) BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
TOPS PKL GOLD SWEET LIME (950GM X 12) JA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0
TOPS SAUCE-CONTI (950G*16)-90 BOX HDPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,0
TOPS SAUCE-CONTINENTAL (945GMX12) - 60 P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-CONTINENTAL(1.14KX12)-110 BoX,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,150.0,124.0,126.0,0
TOPS SAUCE-CONTINENTAL(1.14KX12)-110/-,0.0,0.0,0.0,900.0,2100.0,1248.0,0.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-CONTINENTAL(945GMX12)-90 BOX,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,0
TOPS SAUCE-CONTINENTAL(950GMX16)-90 TOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
TOPS SAUCE-DARK SOYA (740GM X 18) BOX 75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
TOPS SAUCE-GREEN CHILLI (08G X 1296) BOX,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-GREEN CHILLI (08GM X 1296) PC,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-GREEN CHILLI (200GM X 24) - 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-GREEN CHILLI (650GM X 18) HDP,0.0,0.0,0.0,18.0,1168.0,216.0,614.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-GREEN CHILLI (650GM*18) BOX,0.0,0.0,0.0,0.0,0.0,0.0,34.0,69.0,74.0,22.0,90.0,0
TOPS SAUCE-GREEN CHILLI(1.15KGX12) 108/-,0.0,0.0,0.0,351.0,1508.0,1776.0,1032.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-GREEN CHILLI(1.15KGX12) Box.,0.0,0.0,0.0,0.0,0.0,0.0,127.0,100.0,96.0,234.0,70.0,0
TOPS SAUCE-RED CHILLI (1.15 KG X 12) BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,86.0,92.0,25.0,0
TOPS SAUCE-RED CHILLI (1.15 KG X 12) HDP,0.0,0.0,0.0,195.0,240.0,264.0,876.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-RED CHILLI (200GM X 24) - 65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-RED CHILLI (650GM X 18) HDPE,0.0,0.0,0.0,228.0,306.0,90.0,306.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-RED CHILLI (650GM*18) BOX,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,38.0,25.0,4.0,0
TOPS SAUCE-SNACK CLASSIC (1.18KGX12) BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,13.0,0
TOPS SAUCE-SNACK CLASSIC (1.18KGX12) HDP,0.0,0.0,0.0,0.0,300.0,156.0,156.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-SNACK CLASSIC (200GM X 24) -,0.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-SNACK CLASSIC (200GX24) BOX,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0
TOPS SAUCE-SNACK CLASSIC (465GM X 12) -,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-SNACK CLASSIC (465GX12) BOX,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0
TOPS SAUCE-SNACK CLASSIC (950GM X 12)-12,0.0,0.0,0.0,0.0,725.0,804.0,396.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-SNACK CLASSIC (950GM X12)-BOX,0.0,0.0,0.0,0.0,0.0,0.0,49.0,124.0,57.0,47.0,66.0,0
TOPS SAUCE-SNACK CLASSIC (970GM X 12)-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-SNACK DRESSING (1.18KG X 12),0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,1.0,0
TOPS SAUCE-SOYA (1.3KG X 12) HDPE - 108,0.0,0.0,0.0,303.0,1040.0,636.0,12.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-SOYA (1.3KG X 12) HDPE - BOX,0.0,0.0,0.0,0.0,0.0,0.0,77.0,68.0,74.0,122.0,42.0,0
TOPS SAUCE-SOYA (740GM X 18) HDPE - 85,0.0,0.0,0.0,0.0,1062.0,756.0,180.0,31.0,0.0,0.0,0.0,0
TOPS SAUCE-SOYA (740GM X 18) HDPE -BOX,0.0,0.0,0.0,0.0,0.0,0.0,30.0,54.0,68.0,41.0,35.0,0
TOPS SAUCE-T.K. (850GM*12) SPOUT140 BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,20.0,0
TOPS SAUCE-T.K. (900GM X 12) SPOUT - 140,0.0,0.0,0.0,0.0,180.0,300.0,384.0,48.0,0.0,0.0,1.0,0
TOPS SAUCE-T.K. (90GM X 96) SPOUT - 10,0.0,0.0,0.0,0.0,960.0,1920.0,1920.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-T.K. (90GM*96) SPOUT( BOX)10/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0
TOPS SAUCE-T.K.(08GMX1296)PCH-1-HRC-SNGL,0.0,0.0,0.0,51984.0,202176.0,0.0,0.0,0.0,0.0,0.0,30.0,0
TOPS SAUCE-T.K.(08GMX1296)PCH-Box-HRC,0.0,0.0,0.0,0.0,68.0,211.0,96.0,154.0,297.0,350.0,66.0,0
TOPS SAUCE-TOMATO KETCHUP (1.2 KG X 12),0.0,0.0,0.0,0.0,480.0,888.0,768.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-TOMATO KETCHUP (1KG X 12) - 1,0.0,0.0,0.0,0.0,600.0,204.0,600.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-TOMATO KETCHUP (1KG X 12)NONG,0.0,0.0,0.0,168.0,120.0,852.0,0.0,0.0,0.0,0.0,0.0,0
TOPS SAUCE-TOMATO KETCHUP (200GM X 24) -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS TOMATO KETCHUP (1.2KG*12NGB) BOX148,0.0,0.0,0.0,0.0,0.0,0.0,25.0,80.0,181.0,52.0,70.0,0
TOPS TOMATO KETCHUP (1KG*12) 147/ BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,51.0,0.0,0
TOPS TOMATO KETCHUP (1KG*12GB) 147- BOX,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,74.0,0.0,17.0,0
TOPS VERMICELLI PLAIN (800GM X 18) - 80,0.0,0.0,0.0,0.0,36.0,0.0,324.0,0.0,0.0,0.0,10.0,0
TOPS VERMICELLI ROASTED (825GM X 18) - 9,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0
TOPS VINEGAR BROWN (610ML X 18) HDPE - 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TOPS VINEGAR BROWN (610ML X 18) HDPE BOX,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0
TOPS VINEGAR WHITE (1 LTR X 12) 85/- BOX,0.0,0.0,0.0,0.0,0.0,0.0,200.0,160.0,164.0,161.0,78.0,0
TOPS VINEGAR WHITE (1 LTR X 12) HDPE - 8,0.0,0.0,0.0,780.0,936.0,2172.0,12.0,0.0,0.0,0.0,0.0,0
TOPS VINEGAR WHITE (610ML X 18) 65/-,0.0,0.0,0.0,456.0,2589.0,2910.0,54.0,612.0,0.0,0.0,0.0,0
TOPS VINEGAR WHITE (610ML X 18)-65 Box,0.0,0.0,0.0,0.0,0.0,0.0,204.0,136.0,237.0,193.0,168.0,0
Vasmol Shehnai Natural Heena -150gm,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VICCO  DALCH TOOTHPASTE 160GM,0.0,360.0,60.0,420.0,0.0,360.0,360.0,420.0,540.0,600.0,300.0,0
VICCO  SAUNF TOOTHPASTE 200GM,960.0,1260.0,1140.0,1500.0,1380.0,1440.0,1380.0,2400.0,2400.0,2460.0,1620.0,0
VICCO NARAYANI CREAM 30G,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
VICCO SKIN CRM TURMERIC VTC 15G,132.0,180.0,157.0,174.0,258.0,495.0,174.0,159.0,198.0,93.0,36.0,0
VICCO SKIN CRM TURMERIC VTC 30G,168.0,12.0,648.0,608.0,290.0,685.0,941.0,529.0,596.0,541.0,417.0,0
VICCO SKIN CRM TURMERIC VTC 50G,240.0,120.0,120.0,840.0,360.0,510.0,450.0,360.0,380.0,360.0,240.0,0
VICCO SKIN CRM TURMERIC VTC 70G,599.0,1.0,952.0,903.0,784.0,833.0,1086.0,805.0,1233.0,776.0,520.0,0
VICCO SKIN CRM WSO 15G,162.0,0.0,0.0,114.0,51.0,144.0,132.0,150.0,129.0,213.0,0.0,0
VICCO SKIN CRM WSO CRM 30G,720.0,0.0,1260.0,1260.0,1080.0,1620.0,1080.0,1440.0,1260.0,720.0,360.0,0
VICCO SKIN CRM WSO CRM 60G,0.0,60.0,0.0,2.0,120.0,150.0,252.0,376.0,0.0,60.0,120.0,0
VICCO Tur (S)Shaving Cream Foam Base 70g,60.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VICCO TURMERIC CR FW FOAM  BASE 30g 40/-,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0
VICCO VAJRADANTI PASTE 100 82/-,1680.0,1080.0,2280.0,2640.0,3360.0,2520.0,4440.0,3240.0,2760.0,3087.0,1279.0,0
VICCO VAJRADANTI PASTE 150g 115/-,660.0,0.0,720.0,420.0,660.0,600.0,660.0,780.0,840.0,1080.0,204.0,0
VICCO VAJRADANTI PASTE 200 137/-,1380.0,300.0,1020.0,1560.0,1560.0,2040.0,2100.0,2280.0,1980.0,2190.0,600.0,0
VICCO VAJRADANTI PASTE 50G,180.0,0.0,0.0,0.0,0.0,0.0,6.0,72.0,448.0,192.0,180.0,0
VICCO VAJRADANTI POWDER 100G,30.0,61.0,24.0,66.0,72.0,173.0,228.0,522.0,846.0,294.0,0.0,0
VICCO VAJRADANTI POWDER 50G,540.0,228.0,48.0,156.0,156.0,564.0,588.0,180.0,720.0,552.0,648.0,0
WOODWARDS GRIPE WATER 130ML,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WOODWARDS GRIPE WATER 200ML,0.0,60.0,9.0,40.0,13.0,57.0,0.0,0.0,60.0,111.0,3.0,0
