Item Details,Unit,Apr,Amt.,May,Amt.,Jun,Amt.,Jul,Amt.,Aug,Amt.,Sep,Amt.,Oct,Amt.,Nov,Amt.,Dec,Amt.,Jan,Amt.,Feb,Amt.,Mar,Amt.,Total Qty.,Total Amt.
BABA LIQUID LIFE NAT. MINERAL WATER 200,PCS,600.00,3564.00,744.00,4286.04,792.00,4554.96,765.00,4117.06,264.00,1341.12,216.00,1148.88,336.00,1706.88,216.00,1026.72,288.00,1533.60,432.00,2385.60,408.00,2293.44,576.00,2926.08,5637.00,30884.38
BABA MAKHANA ACHARI MANGO TWIST - 16GM,PCS,449.00,6011.22,900.00,13254.30,270.00,6026.40,630.00,8435.70,179.00,2396.82,597.00,7565.03,450.00,6023.70,810.00,10840.50,778.00,3892.72,439.00,10069.09,202.00,1805.19,807.00,10841.37,6511.00,87162.04
BABA MAKHANA ACHARI MANGO TWIST - 75 GM,PCS,8.00,571.44,114.00,4017.76,56.00,3707.04,28.00,1874.98,24.00,1607.04,32.00,2100.00,56.00,3642.72,0.00,0.00,39.00,2539.08,24.00,1500.00,0.00,0.00,21.00,1620.48,402.00,23180.54
BABA MAKHANA CHEESY GARLIC TWIST - 16 GM,PCS,0.00,0.00,900.00,12051.00,2700.00,36153.00,1350.00,18076.50,2700.00,36153.00,450.00,6025.50,0.00,0.00,450.00,6025.50,0.00,0.00,0.00,0.00,0.00,0.00,270.00,3615.30,8820.00,118099.80
BABA MAKHANA CHEESY SALT & BLC P - 16 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,6025.50,0.00,0.00,450.00,6025.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,12051.00
BABA MAKHANA COMBI - 24*3 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,150.00,9944.20,0.00,0.00,85.00,5634.65,0.00,0.00,0.00,0.00,-76.00,-5643.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00,9935.85
BABA MAKHANA LEMON MASALA TWIST - 16GM,PCS,1710.00,22887.00,3240.00,44586.90,3599.00,50601.71,3600.00,48204.00,3690.00,49409.10,1798.00,25280.34,1350.00,18072.90,1709.00,22873.62,1027.00,12968.84,1438.00,19673.38,1472.00,19685.93,1888.00,25256.08,26521.00,359499.80
BABA MAKHANA LEMON MASALA TWIST - 75 GM,PCS,8.00,571.44,114.00,4017.76,56.00,3921.36,40.00,2678.50,58.00,3839.08,56.00,3814.08,56.00,3535.68,24.00,1607.04,55.00,3525.00,48.00,3107.04,0.00,0.00,40.00,3192.72,555.00,33809.70
BABA MAKHANA PERI PERI TWIST - 16GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,3615.30,270.00,3615.30
BABA MAKHANA PUDINA MASALA TWIST - 16GM,PCS,2655.00,35550.46,3688.00,50603.62,1170.00,18077.40,4499.00,60241.61,1160.00,17783.30,3506.00,48137.04,1800.00,24102.00,3150.00,42181.20,1963.00,26011.61,1880.00,25600.80,1710.00,22897.80,3959.00,53015.50,31140.00,424202.34
BABA MAKHANA PUDINA MASALA TWIST - 75 GM,PCS,8.00,571.44,114.00,4017.76,56.00,3921.36,70.00,4821.40,0.00,0.00,56.00,4028.64,128.00,8678.16,48.00,3321.36,77.00,5303.40,56.00,3921.36,24.00,1607.04,24.00,1607.04,661.00,41798.96
BABA NATURE'S MIRACLE AGLIO SAUCE 150G,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1084.80,6.00,1084.80,0.00,0.00,6.00,1215.00,36.00,6804.00,-6.00,-1050.00,-17.00,-3496.00,31.00,5642.60
BABA NATURE'S MIRACLE AOBITA SAUCE 400G,PCS,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1205.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,7560.00,0.00,0.00,6.00,1125.00,48.00,9890.34
BABA NATURE'S MIRACLE CHETTINAD GRAVY,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2008.92,0.00,0.00,0.00,0.00,36.00,6300.00,-14.00,-2724.50,0.00,0.00,34.00,5584.42
BABA NATURE'S MIRACLE TOMATO SALSA 175,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,803.52,0.00,0.00,36.00,5040.00,-4.00,-501.44,-9.00,-1530.00,29.00,3812.08
BABA SF ACHARI MANGO CHIPS-45G,PCS,720.00,9634.50,539.00,7216.31,450.00,6025.50,90.00,1205.36,0.00,0.00,-1.00,-13.38,0.00,0.00,0.00,0.00,-63.00,-945.00,180.00,2410.20,0.00,0.00,135.00,1807.65,2050.00,27341.14
BABA SF PUDINA MIX CHIPS-45G,PCS,720.00,9635.40,900.00,12049.20,298.00,3989.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,-30.00,90.00,1204.20,180.00,2408.40,135.00,1806.75,2321.00,31063.27
BABA SF SALT & PEPPER CHIPS-45G,PCS,720.00,9637.20,899.00,12035.81,539.00,7217.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.00,-525.00,0.00,0.00,0.00,0.00,0.00,0.00,2123.00,28365.22
Business Support Expense,N.A.,0.00,8934.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9067.00,0.00,0.00,0.00,5580.00,0.00,4068.00,0.00,27638.00,0.00,9522.00,0.00,3144.00,0.00,3987.00,0.00,71940.00
B'WALA ALMOND KERNELS 250GM,PCS,-67.00,-15703.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-67.00,-15703.46
B'WALA ALMOND KERNELS 500GM,PCS,-86.00,-40312.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-86.00,-40312.50
B'WALA GIFT BOX  300GM 655/-,PCS,-15.00,-5579.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.00,-5579.25
B'WALA GIFT BOX  550GM 1201/-,PCS,-10.00,-6743.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,-6743.60
B'WALA JUMBO ALMOND KERNELS 250GM,PCS,-26.00,-6703.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,-6703.06
B'WALA PISTACHIO R&S 250GM,PCS,-67.00,-18669.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-67.00,-18669.55
B'WALA WALNUT KERNELS 250GM,PCS,-70.00,-19451.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-70.00,-19451.60
CASHEW W320 1KG,PCS,-71.00,-22175.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.00,-22175.43
Consumer Promotions,N.A.,0.00,47796.62,0.00,47715.30,0.00,13088.14,0.00,0.00,0.00,33095.76,0.00,24415.25,0.00,2982.20,0.00,0.00,0.00,0.00,0.00,101695.00,0.00,0.00,0.00,0.00,0.00,270788.27
CREMICA CHIPOTLE SAND SPREAD 275G,PCS,48.00,3476.76,36.00,2624.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,6101.16
CREMICA CHOCOLATE SYRUP 625g,PCS,0.00,0.00,58.00,7612.12,0.00,0.00,0.00,0.00,-6.00,-810.00,-7.00,-1021.09,0.00,0.00,-4.00,-583.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,5197.55
CREMICA CLASSIC SAND SPR 275G,PCS,24.00,1641.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1641.48
CREMICA IMLI CHATAKA 200g,PCS,48.00,1860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1860.00
CREMICA MAYO BURGER 275g,PCS,48.00,3817.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,3817.20
CREMICA MAYO EGG PET 275GM,PCS,42.00,3101.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,-114.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,2987.44
CREMICA MAYO VEG PET 275GM,PCS,33.00,2557.77,11.00,732.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,3290.00
Cremica Mix Fruit Jam 250gm,PCS,0.00,0.00,12.00,649.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,649.08
Cremica Mix Fruit Jam 480gm,PCS,12.00,1205.40,72.00,7025.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,8230.44
CREMICA PIZZA PASTA SAUCE 200gm,PCS,0.00,0.00,24.00,1049.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1049.76
CREMICA SAND SPREAD CHEESE 275G,PCS,0.00,0.00,0.00,0.00,12.00,866.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,866.28
CREMICA TOM KETCHUP SQUEASY 950GM,PCS,270.00,23013.42,173.00,13238.70,704.00,62509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1147.00,98761.12
CREMICA TOMATO KETCHUP SQU 200 GM,PCS,0.00,0.00,48.00,1349.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1349.76
Cremica Veg Mayo Squeeze 875gm,PCS,38.00,5515.54,16.00,2324.88,0.00,0.00,0.00,0.00,-7.00,-1007.79,-2.00,-280.06,0.00,0.00,-13.00,-1917.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,4634.68
Denver Deo Blackcode 127G 265/-,PCS,1230.00,141715.80,1302.00,157302.84,557.00,66624.20,1256.00,151206.36,1717.00,197040.45,660.00,75422.10,2244.00,257121.66,932.00,109175.30,1101.00,128306.28,1050.00,122131.98,2547.00,292557.24,135.00,15023.94,14731.00,1713628.15
Denver Deo Caliber 127gm 280/-,PCS,120.00,17910.00,3453.00,486056.25,177.00,25259.55,290.00,44289.30,855.00,120669.31,486.00,67191.30,3132.00,428217.36,274.00,41231.82,915.00,129640.95,2046.00,288173.61,1329.00,185335.17,1533.00,214459.59,14610.00,2048434.21
Denver Deo Hamilton 105gm 210/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,163980.00,0.00,0.00,0.00,0.00,1200.00,163980.00
Denver Deo Hamilton 127gm 280/-,PCS,1500.00,206152.20,958.00,137276.10,2628.00,373926.00,1007.00,150170.91,3264.00,463347.36,984.00,135271.44,4485.00,613885.05,3066.00,437847.18,1767.00,249751.71,2235.00,321582.21,4786.00,680964.94,5082.00,725218.74,31762.00,4495393.84
Denver Deo Honour 127gm 280/-,PCS,660.00,88659.00,280.00,38318.40,111.00,15263.49,155.00,23910.24,84.00,11481.87,45.00,5876.40,43.00,6193.74,188.00,27695.74,255.00,38488.35,243.00,37018.02,726.00,99123.21,207.00,30796.23,2997.00,422824.69
Denver Deo Imperial 127gm 280/-,PCS,660.00,94043.40,1020.00,147683.40,285.00,42039.60,464.00,71041.92,94.00,13366.21,1.00,122.53,0.00,0.00,540.00,81488.72,384.00,57916.32,792.00,120584.16,1452.00,214044.84,770.00,119697.70,6462.00,962028.80
Denver Deo Prestige 127gm 265 /-,PCS,60.00,7970.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,7970.40
Denver Deo Pride 127gm 280/-,PCS,900.00,123494.40,2920.00,411857.40,177.00,25186.02,272.00,42083.76,337.00,49827.91,51.00,6747.51,62.00,8834.75,360.00,54242.97,261.00,39223.53,495.00,75138.75,123.00,18692.79,888.00,140193.96,6846.00,995523.75
Denver Perfume Blackcode 60ml 349/-,PCS,144.00,20959.20,220.00,43208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,364.00,64167.20
Display & Marketing,N.A.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2465404.53,0.00,0.00,0.00,2465404.53
Envy 1000 Deo Dark 97G 199/-,PCS,-1.00,-118.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-118.05
Envy 1000 Deo Fiery 100G 199/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,126.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,126.48
Envy 1000 Deo Force 97G 199/-,PCS,-1.00,-118.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-118.05
EVA BODY SPRAY DOLL 150ML,PCS,300.00,34220.40,480.00,54100.80,240.00,27050.40,288.00,32460.48,360.00,42710.40,-55.00,-6199.05,234.00,27797.34,0.00,0.00,0.00,0.00,0.00,0.00,1188.00,110745.36,0.00,0.00,3035.00,322886.13
EVA BODY SPRAY FRESH 125ML,PCS,1439.00,120208.43,21.00,1948.59,204.00,18197.67,732.00,60153.57,618.00,50870.22,343.00,28235.95,741.00,60970.02,564.00,49182.36,30.00,2917.86,600.00,52349.22,9.00,872.25,21.00,2078.58,5322.00,447984.72
EVA BODY SPRAY FRESH 150ML,PCS,300.00,34220.40,480.00,54100.80,240.00,27050.40,89.00,10031.19,0.00,0.00,148.00,17748.48,-33.00,-3719.43,0.00,0.00,0.00,0.00,0.00,0.00,696.00,72507.12,0.00,0.00,1920.00,211938.96
EVA BODY SPRAY SWEET 150ML,PCS,240.00,27050.40,480.00,54100.80,240.00,27050.40,240.00,27050.40,0.00,0.00,210.00,25092.30,172.00,20809.32,0.00,0.00,0.00,0.00,0.00,0.00,300.00,35592.00,0.00,0.00,1882.00,216745.62
EVA BODY SPRAY WILD 150ML,PCS,300.00,34220.40,240.00,27050.40,0.00,0.00,120.00,13525.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,696.00,72507.12,0.00,0.00,1356.00,147303.12
EVA DEO SPRAY BLUSH 125ML,PCS,-5.00,-391.53,0.00,0.00,0.00,0.00,18.00,1674.21,6.00,564.42,21.00,1934.01,3.00,282.21,0.00,0.00,0.00,0.00,60.00,6020.40,-1.00,-11.54,12.00,1187.76,114.00,11259.94
EVA DEO SPRAY COMBI 150ML 268/,PCS,780.00,123416.40,723.00,114257.34,660.00,104632.80,642.00,101763.60,617.00,97851.78,66.00,10941.60,177.00,28410.60,-69.00,-10505.04,81.00,13680.90,27.00,4760.10,33.00,5818.17,115.00,20219.60,3852.00,615247.85
EVA DEO SPRAY DOLL 125ML,PCS,4186.00,348619.07,118.00,10928.43,183.00,16294.79,2220.00,182687.91,1710.00,140551.38,1071.00,88881.36,1038.00,85411.20,1667.00,145459.92,78.00,7810.14,1743.00,151674.27,12.00,1187.64,75.00,7423.35,14101.00,1186929.46
EVA DEO SPRAY DOLL Mini 40ML,PCS,420.00,16195.20,0.00,0.00,300.00,11568.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,13881.60,0.00,0.00,1080.00,41644.80
EVA DEO SPRAY FLIRT 125ML,PCS,3.00,259.83,17.00,1472.29,0.00,0.00,6.00,519.60,-6.00,-519.90,0.00,0.00,0.00,0.00,0.00,0.00,6.00,593.91,0.00,0.00,3.00,296.94,6.00,593.88,35.00,3216.55
EVA DEO SPRAY FRESH Mini 40ML,PCS,420.00,16195.20,0.00,0.00,300.00,11568.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.00,16657.92,0.00,0.00,1152.00,44421.12
EVA DEO SPRAY SWEET 125ML,PCS,120.00,10723.32,57.00,5319.75,182.00,16201.98,21.00,1952.58,34.00,3151.65,33.00,3106.32,24.00,2222.07,6.00,556.77,12.00,1204.08,72.00,7208.16,6.00,593.88,21.00,2078.58,588.00,54319.14
EVA DEO SPRAY URBANE 125ML,PCS,121.00,10827.63,24.00,2257.68,198.00,17648.58,0.00,0.00,18.00,1693.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,6020.40,0.00,0.00,0.00,0.00,421.00,38447.55
EVA DEO SPRAY WILD 125ML,PCS,1519.00,127148.95,53.00,4850.07,195.00,17363.99,750.00,61831.62,630.00,51991.38,357.00,29508.36,724.00,59411.20,570.00,49813.38,84.00,8377.41,591.00,51550.62,-7.00,-474.26,21.00,2078.58,5487.00,463451.30
EVA DEO SPRAY WILD Mini 40ML,PCS,420.00,16195.20,0.00,0.00,300.00,11568.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.00,16657.92,0.00,0.00,1152.00,44421.12
EVA DEO TALC FRESH 100GMS,PCS,163.00,8183.48,6.00,315.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-32.63,6.00,319.86,174.00,8786.19
EVA DEO TALC FRESH 400GMS,PCS,15.00,2067.36,15.00,2226.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,4294.32
EVA DEO TALC SANDAL 100G,PCS,6.00,278.40,33.00,1698.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,1976.40
EVA DEO TALC SWEET 100GMS,PCS,149.00,7504.84,7.00,326.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,319.86,162.00,8150.71
EVA DEO TALC SWEET 400GMS,PCS,0.00,0.00,30.00,4454.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,4454.01
EVA EXOTIC DEO B2G1 150ML 400/,PCS,180.00,40575.60,3.00,705.18,360.00,81151.20,19.00,4505.24,29.00,6836.24,30.00,7090.80,12.00,3010.20,63.00,15390.36,0.00,0.00,24.00,5827.17,27.00,6769.32,24.00,5959.08,771.00,177820.39
FRIENDS ADULT DIAPER PREM XL 10S,PCS,112.00,42250.00,24.00,8775.00,0.00,0.00,0.00,0.00,8.00,3017.84,0.00,0.00,24.00,9053.58,0.00,0.00,8.00,3269.36,0.00,0.00,0.00,0.00,8.00,3157.12,184.00,69522.90
FRIENDS ADULT DIAPERS EASY LARGE 2p,PCS,2.00,154.02,0.00,0.00,4.00,308.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,462.06
FRIENDS ADULT DIAPERS EASY LARGE PP 10p,PCS,11.00,4057.69,48.00,13800.00,24.00,8782.80,102.00,32808.42,41.00,13085.37,132.00,45598.20,65.00,19876.75,72.00,25135.92,143.00,49482.71,60.00,19467.96,72.00,21439.32,426.00,145854.90,1196.00,399390.04
FRIENDS ADULT DIAPERS EASY MEDIUM 2p,PCS,2.00,147.32,0.00,0.00,8.00,589.28,0.00,0.00,5.00,368.30,4.00,294.64,0.00,0.00,2.00,147.32,3.00,220.98,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1767.84
FRIENDS ADULT DIAPERS EASY MEDIUM PP 10p,PCS,14.00,4384.66,13.00,4071.47,17.00,5319.40,50.00,16519.76,82.00,24109.44,111.00,36863.07,84.00,24962.88,84.00,27738.96,75.00,23458.72,36.00,10607.16,146.00,43705.46,327.00,108463.40,1039.00,330204.38
FRIENDS ADULT DIAPERS EASY SMALL PP 10p,PCS,12.00,2700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2700.00
FRIENDS ADULT DIAPERS EASY XTRA LARGE PP,PCS,132.00,41976.00,0.00,0.00,0.00,0.00,108.00,36257.04,37.00,13462.65,37.00,13539.03,60.00,18000.00,72.00,24531.48,78.00,28685.16,84.00,29828.88,132.00,42685.92,108.00,37028.88,848.00,285995.04
FRIENDS ADULT DIAPERS ECO LARGE 10s*12,PCS,0.00,0.00,0.00,0.00,2.00,640.00,36.00,9404.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,3276.00,12.00,2925.00,24.00,5850.00,0.00,0.00,86.00,22095.58
FRIENDS ADULT DIAPERS ECO MEDIUM 10s*12,PCS,24.00,5292.86,0.00,0.00,18.00,7005.68,12.00,2646.42,24.00,5292.96,0.00,0.00,0.00,0.00,36.00,7939.28,0.00,0.00,12.00,2646.42,48.00,10585.70,24.00,5292.86,198.00,46702.18
FRIENDS ADULT DIAPERS ECO XL 10s*12,PCS,36.00,10296.00,24.00,6128.58,0.00,0.00,0.00,0.00,12.00,4047.96,0.00,0.00,0.00,0.00,12.00,3960.00,12.00,3064.28,24.00,7024.28,48.00,12257.14,0.00,0.00,168.00,46778.24
FRIENDS ADULT DIAPERS OVERNIGHT L 10S*8,PCS,32.00,13779.86,16.00,6428.58,2.00,858.96,16.00,6428.58,24.00,11592.80,22.00,9241.14,0.00,0.00,24.00,9642.86,0.00,0.00,16.00,7285.72,32.00,12857.16,0.00,0.00,184.00,78115.66
FRIENDS ADULT DIAPERS OVERNIGHT M10S*8,PCS,0.00,0.00,32.00,12000.00,2.00,910.00,40.00,15000.00,8.00,3640.00,0.00,0.00,0.00,0.00,32.00,12720.00,0.00,0.00,0.00,0.00,24.00,9000.00,0.00,0.00,138.00,53270.00
FRIENDS ADULT DIAPERS OVERNIGHT XL 10S*8,PCS,0.00,0.00,24.00,9803.56,8.00,3656.32,0.00,0.00,0.00,0.00,8.00,3667.84,8.00,3600.00,8.00,3186.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,23914.12
FRIENDS ADULT DIAPERS PANTS PREM L10s,PCS,0.00,0.00,48.00,16714.30,0.00,0.00,0.00,0.00,8.00,2914.32,8.00,2976.00,10.00,4245.90,26.00,10484.66,58.00,22214.22,26.00,10074.54,14.00,5461.86,150.00,55487.70,348.00,130573.50
FRIENDS ADULT DIAPERS PANTS PREM M10s,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,638.40,28.00,9397.20,16.00,5107.14,101.00,32425.56,30.00,9929.52,16.00,5342.88,442.00,147655.80,635.00,210496.50
FRIENDS ADULT DIAPERS PANTS PREM XL10s,PCS,0.00,0.00,0.00,0.00,0.00,0.00,48.00,18803.84,8.00,3017.84,8.00,3157.12,24.00,9053.52,8.00,3017.84,48.00,18385.60,8.00,3017.84,8.00,3157.12,24.00,9192.80,184.00,70803.52
FRIENDS ADULT DIAPERS PANTS PREM XXL10s,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,3510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,3510.00
FRIENDS ADULT DRY PANTS LARGE 10P,PCS,119.00,45734.70,0.00,0.00,16.00,5519.68,24.00,8742.96,21.00,7812.25,88.00,31535.22,0.00,0.00,92.00,33302.42,168.00,60557.62,73.00,25496.01,152.00,52928.56,168.00,60043.26,921.00,331672.68
FRIENDS ADULT DRY PANTS MEDIUM 10'S,PCS,332.00,118536.80,0.00,0.00,16.00,5107.20,24.00,8014.32,0.00,0.00,0.00,0.00,12.00,3830.36,84.00,26724.16,101.00,33594.32,88.00,28089.28,244.00,77707.16,0.00,0.00,901.00,301603.60
FRIENDS ADULT DRY PANTS XL PP 10P,PCS,3.00,1131.69,3.00,1131.69,8.00,3017.84,4.00,1392.84,0.00,0.00,24.00,9053.52,0.00,0.00,28.00,11286.78,56.00,22099.84,40.00,15089.28,96.00,36214.28,48.00,18107.14,310.00,118524.90
FRIENDS ADULT DRY PANTS XXL 10'S,PCS,0.00,0.00,0.00,0.00,0.00,0.00,8.00,3017.84,0.00,0.00,0.00,0.00,0.00,0.00,24.00,8962.36,0.00,0.00,0.00,0.00,24.00,8936.84,0.00,0.00,56.00,20917.04
FRIENDS ADULT PANTS CLASSIC LARGE 10*8,PCS,64.00,19422.84,88.00,25928.56,8.00,2357.12,0.00,0.00,8.00,2357.12,16.00,4714.24,44.00,13388.54,92.00,27107.06,32.00,9428.54,64.00,18857.12,112.00,33000.00,96.00,28285.72,624.00,184846.86
FRIENDS ADULT PANTS CLASSIC MEDIUM 10*8,PCS,0.00,0.00,0.00,0.00,0.00,0.00,24.00,7660.72,8.00,2142.88,15.00,3991.12,24.00,6428.64,40.00,10714.32,32.00,8571.48,32.00,8571.44,112.00,30000.06,80.00,21428.60,367.00,99509.26
