Item Details,Unit,Apr,Amt.,May,Amt.,Jun,Amt.,Jul,Amt.,Aug,Amt.,Sep,Amt.,Oct,Amt.,Nov,Amt.,Dec,Amt.,Jan,Amt.,Feb,Amt.,Mar,Amt.,Total Qty.,Total Amt.
Envy 1000 Deo Luv 97G,PCS,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1009.08,3.00,336.36,12.00,1416.62,19.00,2242.98,3.00,354.16,6.00,708.32,12.00,1416.62,24.00,2833.22,0.00,0.00,88.00,10317.36
EVA BODY SPRAY FRESH 125ML,PCS,0.00,0.00,0.00,0.00,475.00,36851.38,363.00,28455.07,592.00,45718.45,168.00,13203.77,255.00,19577.70,745.00,57490.70,113.00,8890.69,453.00,37104.88,151.00,13015.36,448.00,37745.62,3763.00,298053.62
EVA DEO SPRAY BLUSH 125ML,PCS,0.00,0.00,0.00,0.00,81.00,6488.28,239.00,19027.21,338.00,26242.64,177.00,13809.75,217.00,16942.66,310.00,24150.91,86.00,6791.18,325.00,26763.42,95.00,7943.33,219.00,18461.28,2087.00,166620.66
EVA DEO SPRAY COMBI 125ML,PCS,0.00,0.00,0.00,0.00,220.00,30016.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,30016.80
EVA DEO SPRAY COMBI 125ML 199/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,360.00,42498.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,42498.00
EVA DEO SPRAY DEW 125ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1467.56,0.00,0.00,12.00,978.30,0.00,0.00,6.00,489.16,0.00,0.00,0.00,0.00,24.00,1930.16,0.00,0.00,60.00,4865.18
EVA DEO SPRAY DOLL 125ML,PCS,0.00,0.00,0.00,0.00,523.00,40666.74,340.00,26701.38,605.00,46788.27,312.00,24132.16,171.00,13432.85,527.00,40923.67,270.00,21101.42,438.00,35994.42,135.00,11579.50,311.00,26185.62,3632.00,287506.03
EVA DEO SPRAY FLIRT 125ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1002.50,30.00,2353.22,0.00,0.00,12.00,978.32,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1039.32,0.00,0.00,66.00,5373.36
EVA DEO SPRAY GLEE 125ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,20.00,1676.78,16.00,1304.40,10.00,815.28,13.00,1059.84,26.00,2119.68,0.00,0.00,0.00,0.00,16.00,1390.50,5.00,409.50,106.00,8775.98
EVA DEO SPRAY GROOVE 125ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,54.00,4629.90,36.00,2901.86,24.00,1936.78,66.00,5304.66,48.00,3866.94,36.00,2997.96,24.00,2018.64,37.00,3186.78,7.00,606.28,332.00,27449.80
EVA DEO SPRAY SWEET 125ML,PCS,0.00,0.00,0.00,0.00,512.00,39783.25,269.00,21208.20,647.00,50256.46,181.00,14021.36,301.00,23528.22,532.00,41491.28,216.00,17585.80,264.00,22112.04,129.00,11067.30,334.00,28114.52,3385.00,269168.43
EVA DEO SPRAY URBANE 125ML,PCS,0.00,0.00,0.00,0.00,192.00,14945.76,186.00,14856.00,210.00,16284.16,132.00,10219.32,42.00,3367.88,102.00,7995.12,133.00,10481.66,24.00,2043.04,30.00,2580.50,47.00,4096.77,1098.00,86870.21
EVA DEO SPRAY WILD 125ML,PCS,0.00,0.00,0.00,0.00,368.00,28595.36,257.00,20146.72,632.00,49062.66,65.00,5250.88,326.00,25536.64,605.00,47133.18,204.00,15953.55,235.00,19046.35,101.00,8568.46,499.00,41646.19,3292.00,260939.99
EVA DEO TALC FRESH 100GMS,PCS,0.00,0.00,0.00,0.00,248.00,8171.00,266.00,8907.08,-26.00,-829.82,197.00,6469.40,86.00,2806.92,38.00,1248.64,96.00,3131.44,19.00,638.02,86.00,2910.96,247.00,8175.17,1257.00,41628.81
EVA DEO TALC FRESH 400GMS,PCS,0.00,0.00,0.00,0.00,48.00,4454.28,19.00,1686.73,19.00,1673.01,7.00,611.31,14.00,1250.08,0.00,0.00,0.00,0.00,0.00,0.00,54.00,4991.96,83.00,7579.37,244.00,22246.74
EVA DEO TALC SANDAL 100G,PCS,0.00,0.00,0.00,0.00,74.00,2650.68,122.00,4481.82,64.00,2255.64,87.00,3086.68,25.00,873.27,12.00,419.17,67.00,2383.87,15.00,523.95,70.00,2583.03,205.00,7382.70,741.00,26640.81
EVA DEO TALC SWEET 100GMS,PCS,0.00,0.00,0.00,0.00,258.00,8497.30,213.00,7140.60,50.00,1609.86,165.00,5397.56,29.00,938.66,1.00,32.02,96.00,3147.50,62.00,2020.70,81.00,2736.18,163.00,5445.27,1118.00,36965.65
EVA DEO TALC SWEET 400GMS,PCS,0.00,0.00,0.00,0.00,48.00,4454.28,13.00,1102.67,0.00,0.00,6.00,556.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,2495.97,95.00,8788.33,189.00,17398.03
EVA DEO WHITENING FLORAL FUSION 125 ML,PCS,0.00,0.00,0.00,0.00,12.00,1046.76,50.00,4555.68,25.00,2281.65,11.00,993.43,24.00,2211.87,32.00,2958.60,19.00,1724.87,7.00,611.31,0.00,0.00,0.00,0.00,180.00,16384.17
EVA DEOSPRAY WHITENING  FLORAL 150 ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,38.00,4678.18,136.00,16055.10,200.00,23610.16,180.00,21249.00,165.00,19478.25,176.00,20776.80,0.00,0.00,0.00,0.00,0.00,0.00,895.00,105847.49
EVA FRESH  LIPS FRESH MINT 4.5 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,564.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,564.40
EVA FRESH  LIPS LITCHI  4.5 GM,PCS,0.00,0.00,0.00,0.00,80.00,7118.40,132.00,11765.22,-90.00,-8008.20,40.00,3559.32,95.00,8822.04,37.00,3446.18,88.00,8188.50,0.00,0.00,0.00,0.00,0.00,0.00,382.00,34891.46
EVA FRESH  LIPS MINI LIP BAIM 1.2 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,6975.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,6975.00
EVA FRESH  LIPS RASPERRY 4.5 gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2020.42,-48.00,-4185.60,36.00,3203.38,92.00,8360.58,34.00,3129.64,41.00,3821.16,0.00,0.00,6.00,564.40,22.00,2069.50,207.00,18983.48
EVA FRESH  LIPS ROSE 4.5 GM,PCS,0.00,0.00,0.00,0.00,80.00,7118.40,24.00,2166.04,40.00,3583.08,7.00,652.12,0.00,0.00,0.00,0.00,107.00,10324.78,211.00,18836.44,0.00,0.00,68.00,6050.64,537.00,48731.50
EVA FRESH  LIPS STRAWBERRY 4.5 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.00,21041.44,0.00,0.00,0.00,0.00,200.00,17796.60,0.00,0.00,79.00,7029.42,512.00,45867.46
EVA LIP BALM GREEN APPLE 9 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,1601.70,90.00,1601.70,312.00,5790.52,172.00,3122.96,81.00,1495.66,90.00,1601.70,0.00,0.00,0.00,0.00,835.00,15214.24
EVA LIP BALM GREEN STRAWBERRY  9 GM,PCS,0.00,0.00,0.00,0.00,280.00,4981.20,0.00,0.00,-2.00,-35.58,90.00,1601.70,306.00,5666.94,247.00,4463.37,150.00,2777.80,180.00,3203.38,0.00,0.00,0.00,0.00,1251.00,22658.81
EVA LIP BALM ORANGE 9 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,3203.38,0.00,0.00,0.00,0.00,84.00,1494.36,0.00,0.00,70.00,1245.76,0.00,0.00,0.00,0.00,334.00,5943.50
EVA SPORTS DEO COMBI 125ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,6833.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,6833.90
EVA SPORTS DEO COMBI 125ML 150/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2227.12,43.00,4616.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,106779.66,42.00,3897.46,6.00,541.53,1315.00,118062.09
EVA SPORTZ FITNESS DEO - BOUNCE 125ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246.00,21966.55,25.00,2238.17,180.00,16016.40,12.00,1128.82,3.00,273.00,0.00,0.00,3.00,282.20,6.00,564.40,475.00,42469.54
EVA SPORTZ FITNESS DEO - RUSH 125ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,3.00,282.20,139.00,12447.59,29.00,2577.20,60.00,5338.80,54.00,5018.66,3.00,282.20,0.00,0.00,1.00,94.06,2.00,188.14,291.00,26228.85
FAH Face Wash 100 gm,PCS,294.00,27880.02,310.00,28478.96,206.00,19675.86,377.00,35949.16,998.00,98541.10,203.00,19310.56,189.00,18195.26,151.00,14330.74,155.00,14711.94,80.00,7593.44,75.00,7118.72,6.00,569.50,3044.00,292355.26
FAH Face Wash 50 gm,PCS,172.00,9929.20,296.00,17097.94,206.00,11871.20,167.00,9655.40,148.00,8531.64,118.00,6799.98,141.00,8125.41,105.00,6050.84,158.00,9105.10,93.00,5368.00,4.00,230.50,0.00,0.00,1608.00,92765.21
FAH Laser Adv Whitening Cream 30 gm,PCS,274.00,23060.02,168.00,13752.62,185.00,15455.60,222.00,18889.84,270.00,22970.32,206.00,17597.48,295.00,25000.19,203.00,17279.70,94.00,8004.29,132.00,11199.16,83.00,7046.74,34.00,2881.36,2166.00,183137.32
FAH Laser Adv Whitening Cream 60 gm,PCS,235.00,35618.56,132.00,20108.62,97.00,14810.32,273.00,42033.06,325.00,49942.32,264.00,40385.56,194.00,29844.88,99.00,15101.72,100.00,15277.02,274.00,41865.06,59.00,9022.86,0.00,0.00,2052.00,314009.98
FAH Oilclear Face Wash 100 gm,PCS,293.00,25971.72,187.00,17279.30,159.00,15343.06,157.00,15124.74,509.00,49194.58,148.00,14090.16,250.00,23942.38,105.00,9966.12,137.00,13003.52,71.00,6753.32,60.00,5737.68,0.00,0.00,2076.00,196406.58
FAH Oilclear Face Wash 50 gm,PCS,119.00,6459.68,115.00,6522.02,48.00,2800.66,186.00,10515.24,9.00,518.64,-8.00,-461.00,104.00,6010.49,111.00,6405.24,138.00,7952.57,98.00,5647.47,0.00,0.00,0.00,0.00,920.00,52371.01
FAH Pimple Clear F. Wash 100 gm,PCS,0.00,0.00,12.00,650.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.00,14901.70,32.00,3037.44,24.00,2277.96,0.00,0.00,0.00,0.00,225.00,20867.94
FAH Pimple Clear F. Wash 50 gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.00,9796.62,23.00,1325.42,27.00,1581.84,33.00,1916.17,0.00,0.00,253.00,14620.05
FAH Winter Cream 30 gm,PCS,6.00,320.34,3.00,160.16,0.00,0.00,0.00,0.00,0.00,0.00,53.00,2694.92,398.00,20400.00,87.00,4572.24,94.00,5029.22,0.00,0.00,0.00,0.00,0.00,0.00,641.00,33176.88
FAH Winter Cream 60 gm,PCS,86.00,7898.66,-20.00,-1830.50,0.00,0.00,0.00,0.00,0.00,0.00,4.00,366.10,138.00,12671.20,136.00,12895.12,144.00,13390.24,19.00,1739.07,0.00,0.00,0.00,0.00,507.00,47129.89
Fair & Handsome 30 gm,PCS,651.00,34449.01,333.00,17263.13,0.00,0.00,270.00,13766.91,135.00,6917.75,126.00,6406.74,465.00,23666.93,225.00,11501.69,148.00,7571.49,173.00,8893.23,128.00,6531.37,7.00,355.94,2661.00,137324.19
Fair & Handsome 60 gm,PCS,470.00,41937.11,409.00,37304.07,849.00,77591.50,397.00,36293.20,702.00,65660.14,431.00,38193.56,123.00,10959.68,182.00,16208.16,639.00,56468.84,1107.00,97932.12,107.00,9545.24,53.00,4671.18,5469.00,492764.80
Golden Beauty AD 100gm,PCS,64.00,3264.40,0.00,0.00,30.00,1540.66,12.00,610.16,2.00,101.70,0.00,0.00,12.00,610.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,6127.08
Golden Beauty AD 400 gm,PCS,185.00,25026.84,78.00,10523.42,59.00,8683.86,36.00,5459.00,57.00,8606.12,40.00,5966.12,60.00,9008.80,28.00,4176.26,48.00,7159.32,45.00,6711.81,0.00,0.00,0.00,0.00,636.00,91321.55
Golden Beauty MD 100gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,749.16,0.00,0.00,0.00,0.00,0.00,0.00,17.00,749.16
Golden Beauty MD 400gm,PCS,78.00,10523.40,72.00,9740.88,39.00,5688.84,34.00,5145.78,62.00,9312.98,55.00,8300.36,52.00,7770.12,21.00,3139.68,36.00,5369.50,18.00,2684.70,0.00,0.00,0.00,0.00,467.00,67676.24
GOODHOME AFR (3+1) 50g 120/-,PCS,0.00,0.00,0.00,0.00,108.00,7981.10,72.00,5356.32,209.00,14739.06,1.00,72.20,48.00,3349.82,192.00,13664.74,48.00,3395.60,60.00,4278.82,72.00,5053.74,84.00,5920.18,894.00,63811.58
GOODHOME AFR (3+1) 75g 165/-,PCS,0.00,0.00,0.00,0.00,60.00,5679.16,66.00,6429.28,168.00,15985.86,24.00,2339.39,168.00,16570.73,108.00,10722.24,120.00,11913.59,48.00,4765.44,48.00,4765.44,54.00,5377.90,864.00,84549.03
GOODHOME AFR DREAMS OF DEW 50G,PCS,0.00,0.00,0.00,0.00,36.00,653.28,96.00,2333.08,144.00,3461.68,48.00,1151.19,144.00,3437.31,63.00,1512.18,48.00,1155.26,72.00,1728.80,72.00,1741.04,42.00,998.64,765.00,18172.46
GOODHOME AFR DREAMS OF DEW 75G,PCS,0.00,0.00,0.00,0.00,48.00,1514.46,96.00,3117.54,193.00,6170.41,99.00,3258.31,197.00,6495.16,124.00,4068.42,137.00,4510.50,79.00,2614.84,70.00,2305.12,82.00,2679.44,1125.00,36734.20
GOODHOME AFR FLORAL FANTACY 50,PCS,0.00,0.00,0.00,0.00,72.00,1648.08,72.00,1722.28,132.00,3155.28,72.00,1732.89,108.00,2599.33,144.00,3465.76,216.00,5198.63,60.00,1444.06,54.00,1299.66,36.00,866.46,966.00,23132.43
GOODHOME AFR FLORAL FANTACY 75,PCS,0.00,0.00,0.00,0.00,95.00,2997.33,48.00,1574.98,138.00,4509.10,96.00,3030.71,130.00,4265.88,141.00,4660.96,106.00,3512.56,11.00,366.36,48.00,1588.48,72.00,2382.72,885.00,28889.08
GOODHOME AFR Jasmine 55/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,12.00,343.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,343.62
GOODHOME AFR Rose 55/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,24.00,714.20,10.00,308.78,0.00,0.00,5.00,154.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,185.28,45.00,1362.66
GOODHOME AFR WHISPERS OF PASSION,PCS,0.00,0.00,0.00,0.00,36.00,824.04,48.00,1111.92,144.00,3440.02,72.00,1728.81,292.00,7049.49,119.00,2860.00,168.00,4035.27,84.00,2017.62,48.00,1155.26,78.00,1865.08,1089.00,26087.51
GOODHOME AFR WHISPERS OF PASSION 55/,PCS,0.00,0.00,0.00,0.00,108.00,3407.50,66.00,2114.36,168.00,5473.04,114.00,3759.36,168.00,5587.64,96.00,3150.42,108.00,3574.08,42.00,1389.92,48.00,1562.24,78.00,2568.00,996.00,32586.56
GOODHOME Drain Cleanser 50g,PCS,0.00,0.00,0.00,0.00,160.00,2432.20,178.00,2726.28,296.00,4452.56,0.00,0.00,152.00,2286.46,280.00,4186.46,297.00,4460.19,466.00,6999.60,166.00,2483.15,309.00,4587.56,2304.00,34614.46
GOODHOME RF Dream of Dew Lavender 160GMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,12.00,943.22,0.00,0.00,54.00,4548.78,82.00,6919.28,31.00,2583.48,30.00,2499.24,41.00,3465.58,37.00,3083.27,36.00,3036.72,323.00,27079.57
GOODHOME RF FLORAL Fantacy,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,4043.36,76.00,6413.86,31.00,2623.22,24.00,2027.62,18.00,1516.26,11.00,926.60,23.00,1943.38,231.00,19494.30
GOODHOME RF JASMINE 160GMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,12.00,943.22,0.00,0.00,0.00,0.00,6.00,505.73,1.00,85.42,0.00,0.00,0.00,0.00,17.00,1370.34,7.00,584.32,43.00,3489.03
GOODHOME RF PASSION -ROSE 160GMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,12.00,943.22,6.00,471.62,24.00,2021.68,94.00,7930.12,41.00,3440.08,67.00,5655.76,36.00,3012.96,41.00,3425.84,43.00,3614.50,364.00,30515.78
GOODHOME RF SANDAL 160GMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,12.00,943.22,6.00,471.62,6.00,505.42,0.00,0.00,6.00,471.62,3.00,252.72,0.00,0.00,12.00,977.04,13.00,1069.89,58.00,4691.53
GOODHOME SCRUB PAD 2+1 30/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,39.00,704.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,704.00
GOODHOME SCRUB PAD 2-IN-1,PCS,0.00,0.00,0.00,0.00,144.00,2206.80,240.00,3658.92,204.00,3068.66,1584.00,24176.94,632.00,9586.10,480.00,7220.32,528.00,7942.37,497.00,7477.14,96.00,1444.08,48.00,722.03,4453.00,67503.36
GOODHOME SCRUB PAD LARGE COMBI 40//,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,852.00,20505.74,1431.00,34441.00,432.00,10397.28,332.00,7990.50,-12.00,-288.82,0.00,0.00,888.00,21388.46,3923.00,94434.16
GOODHOME SCRUB PAD REGULAR LARGE 14 X 10,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,122.04,5.00,61.02,5.00,60.16,0.00,0.00,0.00,0.00,5.00,61.02,25.00,304.24
GOODHOME SCRUB PAD TOUGH 7.5 X 7.5,PCS,0.00,0.00,0.00,0.00,96.00,585.76,192.00,1155.28,144.00,866.46,1392.00,8375.54,778.00,4682.02,634.00,3815.58,586.00,3526.79,255.00,1535.56,139.00,837.20,80.00,485.08,4296.00,25865.27
GOODHOME SS SCRUBBER,PCS,0.00,0.00,0.00,0.00,816.00,12559.52,732.00,11043.50,1900.00,28605.92,792.00,11898.30,2472.00,37128.78,888.00,13296.60,1466.00,22066.92,1584.00,23842.36,1128.00,16993.20,1632.00,24594.88,13410.00,202029.98
GOODHOME UNBLOX 50GMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,1107.40,12.00,168.62,0.00,0.00,0.00,0.00,30.00,421.00,18.00,259.12,6.00,84.26,0.00,0.00,142.00,2040.40
He Body Prf  Power 122 ml,PCS,162.00,21156.08,48.00,6345.76,11.00,1507.14,91.00,12083.38,21.00,2982.72,66.00,9195.24,129.00,18536.98,77.00,10596.60,455.00,60370.18,46.00,6250.82,21.00,2822.02,0.00,0.00,1127.00,151846.92
He Body Prf Force 120 ml,PCS,63.00,8328.82,30.00,3966.12,48.00,6345.78,66.00,8765.10,33.00,4428.82,0.00,0.00,95.00,13100.36,176.00,23294.24,156.00,20676.60,32.00,4256.88,21.00,2789.46,0.00,0.00,720.00,95952.18
He Body Spray (2+1) 150ml 360/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3905.10,7.00,1766.80,35.00,8542.38,35.00,8542.38,14.00,3416.96,13.00,3172.88,36.00,8786.42,12.00,2928.82,0.00,0.00,168.00,41061.74
He Body Spray Arctic No-Gas 122 ml,PCS,69.00,9052.52,30.00,3966.14,30.00,3966.10,84.00,11105.08,6.00,793.22,71.00,9386.40,44.00,5767.36,50.00,6610.16,3.00,427.12,48.00,6475.94,0.00,0.00,0.00,0.00,435.00,57550.04
He Body Spray Hypnotic No-Gas 122 ml,PCS,0.00,0.00,48.00,6345.76,0.00,0.00,0.00,0.00,0.00,0.00,96.00,12691.52,0.00,0.00,0.00,0.00,1.00,134.92,0.00,0.00,0.00,0.00,0.00,0.00,145.00,19172.20
He Body Spray Innovator 150 ml,PCS,208.00,25334.32,74.00,9061.07,110.00,13802.02,151.00,18488.16,755.00,96705.76,305.00,37349.15,125.00,16101.67,197.00,25342.36,601.00,76935.74,187.00,24077.27,21.00,2705.05,0.00,0.00,2734.00,345902.57
He Body Spray Lagon No-Gas 122 ml,PCS,34.00,4676.56,32.00,4230.54,28.00,3868.46,153.00,20372.52,728.00,103053.56,0.00,0.00,9.00,1189.84,0.00,0.00,15.00,2013.56,9.00,1189.80,28.00,3701.64,0.00,0.00,1036.00,144296.48
He Body Spray Passion No-Gas 122 ml,PCS,109.00,14564.17,87.00,11647.10,0.00,0.00,30.00,4230.50,45.00,6186.10,21.00,2969.48,0.00,0.00,39.00,5377.58,30.00,4102.12,24.00,3186.04,3.00,407.27,0.00,0.00,388.00,52670.36
He On The Go Face Wash 50 gm,PCS,76.00,4408.46,29.00,1694.22,27.00,1581.86,2.00,115.26,1.00,57.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00,7857.42
He Perfume Body Spray 150ml(2+1),Pcs.,112.00,30220.99,45.00,12142.36,42.00,11332.88,0.00,0.00,0.00,0.00,0.00,0.00,18.00,4856.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,217.00,58553.17
He Perfumed Body Spray (Magician) 150 ml,PCS,15.00,1830.50,59.00,7264.40,20.00,2440.66,1.00,122.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,257.62,0.00,0.00,0.00,0.00,0.00,0.00,97.00,11915.22
He Perfumed Body Spray (Respect) 150 m,PCS,118.00,14251.60,101.00,12251.64,162.00,19763.46,181.00,22215.98,561.00,75010.02,102.00,12929.42,151.00,19314.17,158.00,20188.52,774.00,100724.01,377.00,48740.40,87.00,10736.40,34.00,4653.38,2806.00,360779.00
He Perfumed Body Spray (Ruler) 150 ml,PCS,21.00,2715.26,15.00,1889.38,36.00,4393.20,-1.00,-122.04,0.00,0.00,6.00,732.20,6.00,768.82,0.00,0.00,14.00,1762.70,6.00,768.80,0.00,0.00,0.00,0.00,103.00,12908.32
He Perfumed Body Spray (Smart) 150 ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,732.20,0.00,0.00,0.00,0.00,0.00,0.00,6.00,732.20
He PerfumedBody Spray (Conqueror) 150ml,Pcs.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,128.82,0.00,0.00,0.00,0.00,0.00,0.00,1.00,128.82
Himani Fast Relief  23ML,PCS,24.00,1285.70,15.00,835.70,13.00,721.42,58.00,3250.00,67.00,3721.44,29.00,1657.14,29.00,1657.12,34.00,1942.84,47.00,2685.64,18.00,1028.52,0.00,0.00,0.00,0.00,334.00,18785.52
Himani Fast Relief  45ML,PCS,101.00,9429.64,78.00,7242.82,7.00,654.64,72.00,6727.50,36.00,3412.50,186.00,17410.68,102.00,9534.10,0.00,0.00,120.00,11142.84,126.00,11867.10,23.00,2135.72,0.00,0.00,851.00,79557.54
JO Almond&Cr Soap 100gm*5 70/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,276.40,6.00,276.40
JO Almond&Cr Soap 150gm*4 100/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,3553.56,54.00,3553.56
JO Almond&Cream Soap 100gm*8 110/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,4299.98,60.00,4299.98
JO Lime Soap 100gm*5 70/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,276.40,6.00,276.40
JO Lime Soap 100gm*8 110/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,2605.94,36.00,2605.94
JO Lime Soap 150gm*4 100/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,2632.26,40.00,2632.26
JO Neem&Tulsi Soap 100gm*5 70/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,276.40,6.00,276.40
JO Neen&Tulsi Soap 100gm*8 110/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,434.34,6.00,434.34
JO Rose&Cream Soap 150gm*4 100/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,3553.48,54.00,3553.48
JO Sandal Soap 100gm*5 70/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,276.40,6.00,276.40
JO Sandal Soap 100gm*8 110/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1303.02,18.00,1303.02
KK CN Oil 200ml+100ml,Pcs.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,200.00
KK Oil 100ml+20ml,Pcs.,167.00,17336.57,293.00,30415.43,218.00,23491.24,245.00,25841.43,870.00,90525.00,299.00,34171.44,367.00,41942.93,310.00,35684.81,483.00,55400.12,426.00,49943.26,60.00,6857.20,0.00,0.00,3738.00,411609.43
