Item Details,Unit,Apr,Amt.,May,Amt.,Jun,Amt.,Jul,Amt.,Aug,Amt.,Sep,Amt.,Oct,Amt.,Nov,Amt.,Dec,Amt.,Jan,Amt.,Feb,Amt.,Mar,Amt.,Total Qty.,Total Amt.
Megha Hair Colour 40gm Black 180,PCS,14940.00,319417.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14940.00,319417.20
Megha Hair Colour 40gm Black 60,Bags,178.00,228341.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-400.83,-16592.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-222.83,211749.46
Megha Hair Colour 40gm Brown 180,PCS,8460.00,180874.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,542.44,0.00,0.00,0.00,0.00,8484.00,181417.24
Megha Hair Colour 40gm Brown 60,Bags,71.00,91080.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,88.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,91168.36
Megha Hair Colour 40gm Burgundy 60,Bags,19.00,24373.58,13.00,16676.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,41050.24
Megha Hair Colour 40gm D Brown 180,PCS,4320.00,92361.60,720.00,15393.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5040.00,107755.20
Megha Hair Colour 40gm D Brown 60,Bags,18.00,23090.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,23090.76
Megha Hair Removing Cream-Alovera,PCS,48.00,1035.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1035.84
Megha Hair Removing Cream-Lime,PCS,48.00,1035.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1035.84
Megha Hair Removing Cream-Sandal,PCS,48.00,1035.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1035.84
Megha Mehndi Cone,Dozen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,-90.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,-90.08
Megha Milky  Wax 250gm,PCS,36.00,1512.00,114.00,4788.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,6300.00
Megha Milky Wax 700gm,PCS,17.00,1514.70,114.00,10157.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.00,11672.10
Megha Resin Wax Aloevera 500gm,PCS,3.00,1099.80,72.00,26395.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,27495.00
Megha Resin Wax Banana 500gm,PCS,3.00,1099.80,69.00,25295.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,26395.20
Megha Resin Wax Chocolate 500gm,PCS,3.00,1099.80,33.00,12097.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,13197.60
Megha Resin Wax Milky 500gm,PCS,0.00,0.00,72.00,26395.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,26395.20
Megha Resin Wax Strawberry 500gm,PCS,3.00,1099.80,108.00,39592.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.00,40692.60
Megha Resin Wax White Chocolate 500gm,PCS,0.00,0.00,72.00,26395.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,26395.20
Megha White Chocolate Wax 700gm,PCS,48.00,4276.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,4276.80
Megha White Wax 250gm,PCS,24.00,1008.00,144.00,6048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00,7056.00
Menthoplus Balm 9ml,PCS,213.00,4868.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.00,4868.58
MOODS 1500 DOTTED 12's,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,504.00,6.00,504.00
Moods Allnight 12's 110/-,PCS,24.00,1680.00,0.00,0.00,0.00,0.00,300.00,16500.00,24.00,1749.12,330.00,18468.00,18.00,1302.72,630.00,35020.80,0.00,0.00,421.00,23309.00,600.00,36300.00,1.00,70.00,2348.00,134399.64
MOODS ALLNIGHT 20's 140/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1272.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1272.72
MOODS ALOE 12's 100/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,378.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,-560.00,0.00,0.00,0.00,0.00,-3.00,-181.20
MOODS DEO IGNYTE 200ML 220/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,762.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,762.72
MOODS DEO MISCHIF 200ML 220/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,762.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,762.72
MOODS DEO SEDUXN 200ML 220/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,762.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,762.72
MOODS DEO WYLD 200ML 220/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,762.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,762.72
MOODS DOTTED 12's,PCS,0.00,0.00,0.00,0.00,0.00,0.00,240.00,13200.00,24.00,1749.12,312.00,17364.00,0.00,0.00,618.00,37572.00,4.00,292.00,279.00,16978.50,612.00,37224.00,12.00,840.00,2101.00,125219.62
MOODS RIBBED 12's 100/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,909.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,909.12
Moods Silver 1500 Dots 12's Scented 150/,PCS,0.00,0.00,2.00,210.00,0.00,0.00,0.00,0.00,16.00,1783.68,0.00,0.00,4.00,420.00,36.00,3780.00,0.00,0.00,4.00,420.00,8.00,840.00,12.00,1260.00,82.00,8713.68
Moods Silver 1500 Dots 3's Scented 50/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,500.00,13750.00,0.00,0.00,500.00,13750.00,0.00,0.00,1000.00,27500.00,0.00,0.00,0.00,0.00,1004.00,27640.00,0.00,0.00,3004.00,82640.00
Moods Silver Blaze 12's 150/,PCS,3.00,306.00,0.00,0.00,2.00,204.00,6.00,612.00,0.00,0.00,3.00,306.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,1428.00
Moods Silver Cool 12's 150/,PCS,0.00,0.00,9.00,945.00,1.00,105.00,0.00,0.00,8.00,840.00,12.00,1260.00,8.00,840.00,8.00,840.00,0.00,0.00,4.00,420.00,0.00,0.00,8.00,840.00,58.00,6090.00
Moods Silver Cool 3's 50/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,380.00,10450.00,0.00,0.00,500.00,13750.00,0.00,0.00,1000.00,27500.00,0.00,0.00,0.00,0.00,6.00,210.00,0.00,0.00,1886.00,51910.00
Moods Silver Electrify 12's 150/,PCS,5.00,525.00,5.00,525.00,6.00,630.00,5.00,525.00,27.00,2835.00,0.00,0.00,0.00,0.00,4.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,420.00,56.00,5880.00
Moods Silver Electrify 3's 50/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,480.00,13200.00,0.00,0.00,500.00,13750.00,0.00,0.00,1000.00,27500.00,0.00,0.00,320.00,8800.00,1000.00,27500.00,0.00,0.00,3300.00,90750.00
Moods Silver Joyride 12's Scented 150/,PCS,2.00,210.00,8.00,840.00,7.00,714.00,6.00,618.00,55.00,5775.00,20.00,2100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,10257.00
Moods Silver Joyride 3's Scented 50/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,500.00,13750.00,0.00,0.00,512.00,14170.00,0.00,0.00,1000.00,27500.00,0.00,0.00,422.00,11665.00,920.00,25300.00,0.00,0.00,3354.00,92385.00
MOODS STRAWBERRY 12's 100/-,PCS,0.00,0.00,1.00,69.00,0.00,0.00,300.00,16500.00,0.00,0.00,299.00,16529.00,0.00,0.00,612.00,33828.00,0.00,0.00,382.00,21184.00,606.00,33420.00,12.00,840.00,2212.00,122370.00
MOODS ULTRATHIN 12's 110/-,PCS,12.00,840.00,0.00,0.00,0.00,0.00,100.00,5500.00,24.00,1749.12,312.00,17364.00,6.00,432.00,624.00,38004.00,6.00,432.00,6.00,420.00,604.00,36599.00,12.00,840.00,1706.00,102180.12
Moods Variety Pack 130/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,561.60,4.00,374.40,8.00,748.80,4.00,374.40,4.00,364.00,6.00,546.00,4.00,364.00,36.00,3333.20
Morton  APRICOT  5 KGS 620 *4,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4114.68,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4114.68
Morton  BABY CORN  425GM 70 *48,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,9126.00,96.00,4056.00,96.00,3853.44,48.00,2028.00,0.00,0.00,456.00,19063.44
Morton  BABY CORN  800 GMS 125 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,3612.00,24.00,1420.32,0.00,0.00,72.00,5032.32
Morton  CHERRIES  450 GMS 115 *48,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,3504.00,0.00,0.00,48.00,3504.00
Morton  CHERRIES  850 GMS 210 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00,17660.16,299.00,30228.48,504.00,50493.70,360.00,35803.68,264.00,26149.20,1595.00,160335.22
Morton  CHOCO FLAKES 30 GMS 10 *260,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,520.00,3562.00,0.00,0.00,520.00,3562.00,0.00,0.00,1040.00,7124.00
Morton  CHOCO FLAKES BOX 250 GMS 120 *48,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,3216.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,3216.00
Morton  CORN FLAKES  250 GMS 50*48,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,2245.80,0.00,0.00,0.00,0.00,60.00,2245.80
Morton  CORN FLAKES  BOX 475 GMS 135 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,5472.00,0.00,0.00,168.00,12768.00,0.00,0.00,240.00,18240.00
Morton  CORN FLAKES  POUCH 200 GMS 50*60,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,14863.72,60.00,1680.00,0.00,0.00,60.00,1680.00,60.00,1680.00,720.00,19903.72
Morton  CORN FLAKES  POUCH 500GM 120 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,311.00,18483.36,648.00,38970.72,360.00,21289.20,264.00,15804.72,96.00,5773.44,1679.00,100321.44
Morton  CORN KERNEL  425 GMS 70 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,2995.20,24.00,729.60,0.00,0.00,120.00,3724.80
Morton  Drink APPLE  220ml 40*24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431.00,6766.87,120.00,1906.80,120.00,1906.80,-7.00,-111.23,0.00,0.00,664.00,10469.24
Morton  Drink LITCHI 220ml 40*24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.00,6864.48,0.00,0.00,0.00,0.00,-36.00,-572.04,0.00,0.00,396.00,6292.44
Morton  FRUIT COCKTAIL 450 GMS 70 *48,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,2112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,2112.00
Morton  FRUIT COCKTAIL 850 GMS 130 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.00,19523.52,552.00,36868.08,504.00,33249.84,552.00,36509.04,192.00,12812.88,2088.00,138963.36
Morton  FRUIT FIESTA 3.1 KG. 400 *6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,6230.40,0.00,0.00,30.00,6230.40
Morton  GOLGAPPA 200 ML 45 * 36,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,14580.00,540.00,14580.00,36.00,972.00,396.00,10692.00,108.00,2916.00,1620.00,43740.00
Morton  GOLGAPPA 500 ML 95 * 24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.00,9352.00,216.00,12096.00,0.00,0.00,0.00,0.00,96.00,5376.00,479.00,26824.00
Morton  GREEN CHILLI SAUCE  650 GM 60*12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00,5950.08,108.00,3346.92,24.00,706.56,0.00,0.00,324.00,10003.56
Morton  GREEN CHILLI SAUCE  750 GMS 75 *,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,903.18,0.00,0.00,12.00,455.64,60.00,2278.20,0.00,0.00,96.00,3637.02
Morton  GREEN CHILLI SAUCE 200 GM 30*36,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,3197.00,180.00,3267.00,36.00,653.40,72.00,1306.80,0.00,0.00,468.00,8424.20
Morton  HONEY 1 KG. 355 *6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1278.90,36.00,7673.40,18.00,3836.70,36.00,7673.40,18.00,3836.70,114.00,24299.10
Morton  JALAPENO  3.1 KG 325 *4,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,4850.40,12.00,2425.20,0.00,0.00,36.00,7275.60
Morton  JALAPENO  825 GMS 110 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1610.88,0.00,0.00,24.00,1610.88
Morton  LITCHI WHOLE INDIAN  800 GMS 24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,5947.20,0.00,0.00,48.00,5947.20
Morton  MANGO CRUSH 1L 190 *6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,4677.12,42.00,4092.48,18.00,1753.92,0.00,0.00,0.00,0.00,108.00,10523.52
Morton  MANGO CRUSH 750 ML 150 *12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2136.00,0.00,0.00,0.00,0.00,36.00,3204.00,0.00,0.00,60.00,5340.00
Morton  MANGO JAM 270 GMS 65 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,936.00
Morton  MANGO JAM 500 GMS 125 *12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,888.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,888.00
Morton  MANGO PANNA  750 ML 125 *12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1545.36,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1545.36
Morton  MANGO PULP (A) 3.1 Kg. 500 *6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,3240.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,3240.00
Morton  MANGO PULP (A) 850 GMS 160 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2041.20,24.00,2041.20,48.00,4082.40
Morton  MANGO PULP (T)  3.1 KG 350 *6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,6649.86,12.00,1899.96,144.00,22425.12,1278.00,215147.36,600.00,108000.00,2076.00,354122.30
Morton  MANGO PULP (T) 850 GMS 120 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,2772.00,0.00,0.00,24.00,1316.64,0.00,0.00,0.00,0.00,72.00,4088.64
Morton  MIXED FRUIT JAM 270 GMS 65 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.00,4641.00,72.00,2808.00,0.00,0.00,0.00,0.00,24.00,936.00,215.00,8385.00
Morton  MIXED FRUIT JAM 5 KGS 620 *4,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2743.12,24.00,8229.36,8.00,2743.12,0.00,0.00,0.00,0.00,40.00,13715.60
Morton  MIXED FRUIT JAM 500 GMS 125 *12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,4440.00,24.00,1776.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,6216.00
Morton  MUSHROOM IN BRINE @  89.50/- 800,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,4296.00,0.00,0.00,48.00,4296.00
Morton  MUSHROOM SLICE 800 GMS 115 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,4477.92,0.00,0.00,72.00,4477.92
Morton  ORANGE CRUSH 1L 190 *6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,4677.12,42.00,4092.48,6.00,584.64,18.00,1753.92,0.00,0.00,114.00,11108.16
Morton  ORANGE CRUSH 750 ML 150 *12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2136.00,0.00,0.00,0.00,0.00,36.00,3204.00,0.00,0.00,60.00,5340.00
Morton  ORANGE MARMALADE JAM  500 GMS 12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,1702.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,1702.00
Morton  ORANGE MARMALDE JAM 270 GM 65*24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,936.00
Morton  PINEAPPLE CRUSH 1L 190 *6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,4677.12,66.00,6431.04,48.00,4677.12,84.00,8155.74,48.00,4677.12,294.00,28618.14
Morton  PINEAPPLE CRUSH 5 LTR 700 *4,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,3224.24,0.00,0.00,36.00,14186.68,8.00,3224.24,0.00,0.00,52.00,20635.16
Morton  PINEAPPLE CRUSH 750 ML 150 *12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,3204.00,0.00,0.00,36.00,3204.00
Morton  PINEAPPLE JAM 270 GMS 65 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,936.00
Morton  PINEAPPLE JAM 5 KGS 620 *4,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4114.68,8.00,2743.12,0.00,0.00,0.00,0.00,20.00,6857.80
Morton  PINEAPPLE SLICES 450 GMS 65 *48,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,3936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,3936.00
Morton  PINEAPPLE SLICES 840 GMS 110 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384.00,25724.16,0.00,0.00,384.00,25724.16
Morton  RED CHILLI SAUCE  750 GMS 75 *12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,911.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,911.28
Morton  RED CHILLI SAUCE 200 GMS 30 *36,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,1306.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,1306.80
Morton  S.CORN (W.GRAIN)  425 GMS 55 *48,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,4633.92,144.00,4633.92,0.00,0.00,48.00,1467.36,0.00,0.00,336.00,10735.20
Morton  SARSON KA SAAG PLAIN 450 GMS 75,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1677.12,0.00,0.00,0.00,0.00,48.00,1677.12
Morton  SOYA SAUCE 220 GMS 35 *36,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,1505.20,72.00,1526.40,36.00,763.20,144.00,3052.80,0.00,0.00,323.00,6847.60
Morton  SOYA SAUCE 700 GMS 70 *12,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,2971.10,132.00,4741.44,108.00,3858.84,24.00,818.88,0.00,0.00,348.00,12390.26
Morton  STRAWBERRY CRUSH 1L 190 *6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,4677.12,204.00,19877.76,48.00,4677.12,90.00,8711.16,48.00,4677.12,438.00,42620.28
Morton  STRAWBERRY CRUSH 5 LTR 700 *4,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,11123.64,4.00,1612.12,0.00,0.00,32.00,12735.76
